,Year,State,County,Number Unemployed,Percent Unemployed,Number of Crimes,Total Labor Force,Coordinates,Crimes per Capita,Number Unemployed for Area Counties (50 Miles),Unemployed Percent for Area Counties (50 Miles),Number of Crimes for Area Counties (50 Miles),Crime Percent for Area Counties (50 Miles),Coordinates for Area Counties (50 Miles),Total Area Counties (50 Miles),Highest Unemployment in Area (50 Miles),Lowest Unemployment in Area (50 Miles),Highest Crime Rate in Area (50 Miles),Lowest Crime Rate in Area (50 Miles)
4050,2010,IL,Wayne,748.25,8.91667,573,8398.25,"(38.3899815, -88.4016041)",0.06823,"[771.91667, 748.25, 644.25, 453.75, 2098.83333, 1184.75, 573.08333, 282.0, 2220.5, 252.91667, 378.16667, 718.75, 715.33333, 1471.66667, 1860.83333, 1053.58333, 1353.75, 8232.5]","[11.3, 8.91667, 8.50833, 8.9, 10.81667, 10.18333, 9.78333, 8.75833, 12.325, 9.6, 9.425, 10.725, 8.925, 7.9, 10.2, 7.80833, 8.00833, 8.93333]","[426, 573, 447, 271, 1437, 1568, 358, 68, 2066, 204, 20, 287, 871, 1193, 3391, 1059, 1063, 13874]","[0.0624, 0.06823, 0.05895, 0.05314, 0.07409, 0.13477, 0.06106, 0.02105, 0.11475, 0.07737, 0.00498, 0.04279, 0.10865, 0.06391, 0.18597, 0.07848, 0.06291, 0.1506]","['(38.7279431, -88.55653099999999)', '(38.3899815, -88.4016041)', '(38.0501137, -88.24611829999999)', '(39.0554965, -88.0900762)', '(38.7313284, -88.86469799999999)', '(37.7149675, -88.55653099999999)', '(38.4226484, -87.8156715)', '(38.4267827, -88.050979)', '(38.0157197, -88.90306)', '(37.7107751, -88.24611829999999)', '(38.0543187, -88.55653099999999)', '(38.7157534, -87.77633329999999)', '(38.7212791, -88.0900762)', '(39.06217729999999, -88.55653099999999)', '(38.2267348, -88.86469799999999)', '(38.0020359, -87.89424509999999)', '(38.3338249, -87.5791287)', '(38.0806099, -87.5791287)']",18,False,False,False,False
4056,2010,IL,White,644.25,8.50833,447,7583.16667,"(38.0501137, -88.24611829999999)",0.05895,"[771.91667, 192.25, 748.25, 644.25, 194.16667, 1184.75, 573.08333, 282.0, 2220.5, 252.91667, 378.16667, 715.33333, 1860.83333, 3157.91667, 1053.58333, 1353.75, 8232.5, 746.41667, 579.08333, 2346.91667, 404.25]","[11.3, 9.49167, 8.91667, 8.50833, 10.80833, 10.18333, 9.78333, 8.75833, 12.325, 9.6, 9.425, 8.925, 10.2, 9.70833, 7.80833, 8.00833, 8.93333, 9.70833, 9.46667, 10.29167, 9.93333]","[426, 116, 573, 447, 58, 1568, 358, 68, 2066, 204, 20, 871, 3391, 2787, 1059, 1063, 13874, 182, 122, 2487, 139]","[0.0624, 0.05709, 0.06823, 0.05895, 0.03231, 0.13477, 0.06106, 0.02105, 0.11475, 0.07737, 0.00498, 0.10865, 0.18597, 0.08567, 0.07848, 0.06291, 0.1506, 0.02367, 0.01993, 0.10884, 0.0342]","['(38.7279431, -88.55653099999999)', '(37.417132, -88.59517509999999)', '(38.3899815, -88.4016041)', '(38.0501137, -88.24611829999999)', '(37.4995097, -88.362785)', '(37.7149675, -88.55653099999999)', '(38.4226484, -87.8156715)', '(38.4267827, -88.050979)', '(38.0157197, -88.90306)', '(37.7107751, -88.24611829999999)', '(38.0543187, -88.55653099999999)', '(38.7212791, -88.0900762)', '(38.2267348, -88.86469799999999)', '(37.7183241, -88.86469799999999)', '(38.0020359, -87.89424509999999)', '(38.3338249, -87.5791287)', '(38.0806099, -87.5791287)', '(37.6638744, -87.97268100000001)', '(37.4892188, -87.7369607)', '(37.7415161, -87.5791287)', '(37.3673645, -88.0900762)']",21,False,False,False,False
4062,2010,IL,Bureau,2069.5,10.80833,1141,19167.5,"(41.35991560000001, -89.4742177)",0.05953,"[1927.5, 3505.83333, 2437.25, 294.91667, 2069.5, 10084.58333, 398.0, 7427.5, 658.5, 1559.58333, 3083.66667]","[10.01667, 12.4, 9.125, 9.75833, 10.80833, 10.51667, 12.025, 12.0, 10.24167, 7.68333, 10.3]","[1246, 1381, 1838, 169, 1141, 15332, 110, 3402, 248, 577, 3095]","[0.06476, 0.04894, 0.06879, 0.0558, 0.05953, 0.15967, 0.03322, 0.055, 0.03859, 0.02837, 0.10349]","['(41.6789842, -89.3226954)', '(41.9969811, -89.3226954)', '(41.361088, -90.0746767)', '(41.0795661, -89.81303559999999)', '(41.35991560000001, -89.4742177)', '(40.7156396, -89.77553379999999)', '(41.238474, -89.28472510000002)', '(41.4363987, -88.94138650000001)', '(40.9972934, -89.3606298)', '(40.7128889, -89.1705998)', '(41.7605503, -89.8505012)']",11,False,False,False,False
4068,2010,IL,Dekalb,5928.91667,10.50833,4806,56382.66667,"(41.8329981, -88.7108964)",0.08524,"[1927.5, 29468.0, 3505.83333, 39434.41667, 3789.16667, 5928.91667, 44543.25, 3447.75, 6324.75, 7427.5, 17784.25, 21064.0]","[10.01667, 11.025, 12.4, 11.08333, 13.78333, 10.50833, 8.85, 13.26667, 10.11667, 12.0, 10.54167, 14.025]","[1246, 7329, 1381, 10125, 1939, 4806, 23898, 1511, 2860, 3402, 7560, 5596]","[0.06476, 0.02743, 0.04894, 0.02847, 0.07067, 0.08524, 0.04753, 0.05822, 0.04583, 0.055, 0.04479, 0.03729]","['(41.6789842, -89.3226954)', '(41.987884, -88.4016041)', '(41.9969811, -89.3226954)', '(41.5054724, -88.0900762)', '(42.34849759999999, -88.8263006)', '(41.8329981, -88.7108964)', '(41.8243831, -88.0900762)', '(41.3500531, -88.4016041)', '(41.5507043, -88.4403883)', '(41.4363987, -88.94138650000001)', '(42.3039993, -88.4016041)', '(42.3121109, -89.1705998)']",12,False,False,True,False
4074,2010,IL,Dupage,44543.25,8.85,23898,502807.5833,"(41.8243831, -88.0900762)",0.04753,"[287360.75, 29468.0, 36402.75, 39434.41667, 5928.91667, 44543.25, 3447.75, 6324.75, 17784.25, 7068.66667, 24733.83333]","[10.875, 11.025, 9.84167, 11.08333, 10.50833, 8.85, 13.26667, 10.11667, 10.54167, 12.30833, 10.78333]","[414324, 7329, 22823, 10125, 4806, 23898, 1511, 2860, 7560, 6462, 44437]","[0.15671, 0.02743, 0.06171, 0.02847, 0.08524, 0.04753, 0.05822, 0.04583, 0.04479, 0.11247, 0.19394]","['(41.7376587, -87.697554)', '(41.987884, -88.4016041)', '(42.3689363, -87.8271534)', '(41.5054724, -88.0900762)', '(41.8329981, -88.7108964)', '(41.8243831, -88.0900762)', '(41.3500531, -88.4016041)', '(41.5507043, -88.4403883)', '(42.3039993, -88.4016041)', '(41.1790977, -87.77633329999999)', '(41.4897279, -87.30161319999999)']",11,False,True,False,False
4080,2010,IL,Fulton,2057.58333,11.69167,1238,17592.25,"(40.5531823, -90.2244662)",0.07037,"[581.0, 2421.83333, 180.33333, 907.58333, 294.91667, 2057.58333, 537.75, 10084.58333, 721.91667, 1053.33333, 318.91667, 7105.91667, 366.0, 1335.33333]","[8.275, 9.55833, 6.98333, 12.20833, 9.75833, 11.69167, 7.53333, 10.51667, 7.76667, 10.58333, 8.26667, 9.91667, 9.33333, 8.59167]","[147, 3466, 92, 742, 169, 1238, 194, 15332, 1262, 154, 120, 4721, 330, 1470]","[0.02097, 0.13671, 0.03556, 0.09984, 0.0558, 0.07037, 0.02713, 0.15967, 0.13573, 0.01546, 0.03103, 0.06587, 0.08398, 0.09395]","['(39.9398601, -90.26200419999999)', '(40.8776411, -90.2244662)', '(39.9379573, -90.7152749)', '(40.2271003, -89.9253233)', '(41.0795661, -89.81303559999999)', '(40.5531823, -90.2244662)', '(40.0221361, -89.81303559999999)', '(40.7156396, -89.77553379999999)', '(40.8758777, -90.6773046)', '(40.38493649999999, -91.13530200000001)', '(40.1844543, -90.6393702)', '(40.5522078, -89.4742177)', '(40.83355479999999, -90.9438468)', '(40.3885122, -90.6773046)']",14,False,False,False,False
4086,2010,IL,Greene,632.91667,9.28333,263,6816.83333,"(39.4029862, -90.37483540000001)",0.03858,"[581.0, 727.83333, 180.33333, 251.25, 632.91667, 1062.58333, 1550.58333, 251.0, 13629.58333, 2553.75, 8413.16667, 1708.33333, 808.25, 3148.25]","[8.275, 8.96667, 6.98333, 8.74167, 9.28333, 9.15833, 8.41667, 10.03333, 9.80833, 10.31667, 7.74167, 12.3, 9.775, 11.78333]","[147, 62, 92, 70, 263, 926, 1538, 136, 11566, 1440, 21803, 1309, 562, 1677]","[0.02097, 0.00763, 0.03556, 0.02426, 0.03858, 0.07974, 0.08352, 0.05443, 0.08335, 0.0581, 0.20053, 0.09415, 0.0682, 0.06279]","['(39.9398601, -90.26200419999999)', '(39.5662363, -90.8294002)', '(39.9379573, -90.7152749)', '(39.6094934, -90.4879916)', '(39.4029862, -90.37483540000001)', '(39.0704754, -90.37483540000001)', '(39.7341219, -90.2244662)', '(39.1733216, -90.658333)', '(38.9041402, -89.9253233)', '(39.2375268, -89.9253233)', '(39.7337353, -89.62516459999999)', '(39.2363688, -89.4742177)', '(39.3964742, -91.28910359999999)', '(39.0669568, -90.9820668)']",14,False,False,False,False
4092,2010,IL,Grundy,3447.75,13.26667,1511,25953.16667,"(41.3500531, -88.4016041)",0.05822,"[287360.75, 29468.0, 39434.41667, 5928.91667, 44543.25, 3447.75, 398.0, 6324.75, 7427.5, 7068.66667, 1926.25]","[10.875, 11.025, 11.08333, 10.50833, 8.85, 13.26667, 12.025, 10.11667, 12.0, 12.30833, 9.98333]","[414324, 7329, 10125, 4806, 23898, 1511, 110, 2860, 3402, 6462, 1459]","[0.15671, 0.02743, 0.02847, 0.08524, 0.04753, 0.05822, 0.03322, 0.04583, 0.055, 0.11247, 0.07553]","['(41.7376587, -87.697554)', '(41.987884, -88.4016041)', '(41.5054724, -88.0900762)', '(41.8329981, -88.7108964)', '(41.8243831, -88.0900762)', '(41.3500531, -88.4016041)', '(41.238474, -89.28472510000002)', '(41.5507043, -88.4403883)', '(41.4363987, -88.94138650000001)', '(41.1790977, -87.77633329999999)', '(40.8688604, -88.55653099999999)']",11,True,False,False,False
4098,2010,IL,Hardin,194.16667,10.80833,58,1795.16667,"(37.4995097, -88.362785)",0.03231,"[192.25, 644.25, 194.16667, 671.33333, 1184.75, 556.41667, 308.25, 2220.5, 252.91667, 378.16667, 3157.91667, 1053.58333, 346.25, 746.41667, 394.25, 2054.16667, 579.08333, 623.16667, 1620.83333, 2346.91667, 2773.91667, 404.25, 486.16667]","[9.49167, 8.50833, 10.80833, 9.50833, 10.18333, 12.49167, 12.425, 12.325, 9.6, 9.425, 9.70833, 7.80833, 11.65, 9.70833, 10.28333, 9.69167, 9.46667, 10.525, 10.525, 10.29167, 9.05833, 9.93333, 12.03333]","[116, 447, 58, 961, 1568, 275, 366, 2066, 204, 20, 2787, 1059, 186, 182, 421, 697, 122, 612, 966, 2487, 3942, 139, 206]","[0.05709, 0.05895, 0.03231, 0.13588, 0.13477, 0.06174, 0.14759, 0.11475, 0.07737, 0.00498, 0.08567, 0.07848, 0.06236, 0.02367, 0.10964, 0.03286, 0.01993, 0.10345, 0.06271, 0.10884, 0.12861, 0.0342, 0.05105]","['(37.417132, -88.59517509999999)', '(38.0501137, -88.24611829999999)', '(37.4995097, -88.362785)', '(37.2478298, -88.7493998)', '(37.7149675, -88.55653099999999)', '(37.42037639999999, -88.90306)', '(37.2512419, -89.1324866)', '(38.0157197, -88.90306)', '(37.7107751, -88.24611829999999)', '(38.0543187, -88.55653099999999)', '(37.7183241, -88.86469799999999)', '(38.0020359, -87.89424509999999)', '(37.0247261, -88.0900762)', '(37.6638744, -87.97268100000001)', '(37.0359869, -89.0179332)', '(37.3153093, -87.5791287)', '(37.4892188, -87.7369607)', '(37.1501019, -87.89424509999999)', '(36.8573767, -88.4016041)', '(37.7415161, -87.5791287)', '(37.03306070000001, -88.7108964)', '(37.3673645, -88.0900762)', '(37.2431347, -88.362785)']",23,False,False,False,False
4104,2010,IL,Jasper,453.75,8.9,271,5099.75,"(39.0554965, -88.0900762)",0.05314,"[771.91667, 972.91667, 2518.75, 1059.58333, 748.25, 453.75, 2098.83333, 1090.25, 573.08333, 906.33333, 282.0, 1132.08333, 888.33333, 718.75, 656.0, 715.33333, 1471.66667, 556.5, 1514.25, 5727.25, 915.0]","[11.3, 11.68333, 9.81667, 11.19167, 8.91667, 8.9, 10.81667, 9.73333, 9.78333, 8.79167, 8.75833, 10.08333, 8.58333, 10.725, 8.55833, 8.925, 7.9, 9.16667, 8.15833, 11.2, 10.075]","[426, 226, 2365, 488, 573, 271, 1437, 328, 358, 224, 68, 716, 207, 287, 204, 871, 1193, 135, 2401, 9331, 442]","[0.0624, 0.02716, 0.09212, 0.05156, 0.06823, 0.05314, 0.07409, 0.02927, 0.06106, 0.02166, 0.02105, 0.06368, 0.01992, 0.04279, 0.02657, 0.10865, 0.06391, 0.02225, 0.12964, 0.1825, 0.04865]","['(38.7279431, -88.55653099999999)', '(39.3824189, -87.77633329999999)', '(39.5560011, -88.24611829999999)', '(39.71312229999999, -87.77633329999999)', '(38.3899815, -88.4016041)', '(39.0554965, -88.0900762)', '(38.7313284, -88.86469799999999)', '(39.3980704, -88.86469799999999)', '(38.4226484, -87.8156715)', '(39.7617631, -88.2071598)', '(38.4267827, -88.050979)', '(39.0669568, -89.0179332)', '(39.0499568, -87.77633329999999)', '(38.7157534, -87.77633329999999)', '(39.6020543, -88.59517509999999)', '(38.7212791, -88.0900762)', '(39.06217729999999, -88.55653099999999)', '(39.2653533, -88.2071598)', '(38.6665815, -87.42075179999999)', '(39.4165382, -87.42075179999999)', '(39.08431220000001, -87.42075179999999)']",21,False,False,False,False
4110,2010,IL,Jersey,1062.58333,9.15833,926,11612.5,"(39.0704754, -90.37483540000001)",0.07974,"[857.41667, 727.83333, 251.25, 632.91667, 1062.58333, 1550.58333, 251.0, 13629.58333, 2553.75, 1708.33333, 1897.91667, 3148.25]","[10.05, 8.96667, 8.74167, 9.28333, 9.15833, 8.41667, 10.03333, 9.80833, 10.31667, 12.3, 10.99167, 11.78333]","[581, 62, 70, 263, 926, 1538, 136, 11566, 1440, 1309, 1481, 1677]","[0.06807, 0.00763, 0.02426, 0.03858, 0.07974, 0.08352, 0.05443, 0.08335, 0.0581, 0.09415, 0.0858, 0.06279]","['(38.902985, -89.4742177)', '(39.5662363, -90.8294002)', '(39.6094934, -90.4879916)', '(39.4029862, -90.37483540000001)', '(39.0704754, -90.37483540000001)', '(39.7341219, -90.2244662)', '(39.1733216, -90.658333)', '(38.9041402, -89.9253233)', '(39.2375268, -89.9253233)', '(39.2363688, -89.4742177)', '(38.7313284, -91.13530200000001)', '(39.0669568, -90.9820668)']",12,False,False,False,False
4116,2010,IL,Mclean,6786.75,7.075,9082,96143.5,"(40.5478429, -88.86469799999999)",0.09446,"[688.91667, 1211.08333, 6161.75, 719.33333, 6786.75, 10084.58333, 767.33333, 658.5, 7105.91667, 1559.58333, 8941.58333, 1926.25]","[9.46667, 8.68333, 11.16667, 7.84167, 7.075, 10.51667, 8.725, 10.24167, 9.91667, 7.68333, 8.20833, 9.98333]","[460, 1526, 8530, 476, 9082, 15332, 17, 248, 4721, 577, 12747, 1459]","[0.06308, 0.10932, 0.15454, 0.05187, 0.09446, 0.15967, 0.00193, 0.03859, 0.06587, 0.02837, 0.11696, 0.07553]","['(40.4988592, -88.2071598)', '(40.061338, -89.3226954)', '(39.8949055, -89.0179332)', '(40.0543526, -88.55653099999999)', '(40.5478429, -88.86469799999999)', '(40.7156396, -89.77553379999999)', '(40.1810363, -88.90306)', '(40.9972934, -89.3606298)', '(40.5522078, -89.4742177)', '(40.7128889, -89.1705998)', '(40.2138865, -88.24611829999999)', '(40.8688604, -88.55653099999999)']",12,False,True,False,False
4122,2010,IL,Marion,2098.83333,10.81667,1437,19395.58333,"(38.7313284, -88.86469799999999)",0.07409,"[857.41667, 771.91667, 748.25, 453.75, 2098.83333, 1090.25, 1499.25, 282.0, 1132.08333, 2220.5, 378.16667, 715.33333, 1471.66667, 1860.83333, 1708.33333, 616.08333]","[10.05, 11.3, 8.91667, 8.9, 10.81667, 9.73333, 7.3, 8.75833, 10.08333, 12.325, 9.425, 8.925, 7.9, 10.2, 12.3, 7.26667]","[581, 426, 573, 271, 1437, 328, 668, 68, 716, 2066, 20, 871, 1193, 3391, 1309, 370]","[0.06807, 0.0624, 0.06823, 0.05314, 0.07409, 0.02927, 0.0325, 0.02105, 0.06368, 0.11475, 0.00498, 0.10865, 0.06391, 0.18597, 0.09415, 0.04354]","['(38.902985, -89.4742177)', '(38.7279431, -88.55653099999999)', '(38.3899815, -88.4016041)', '(39.0554965, -88.0900762)', '(38.7313284, -88.86469799999999)', '(39.3980704, -88.86469799999999)', '(38.56844419999999, -89.62516459999999)', '(38.4267827, -88.050979)', '(39.0669568, -89.0179332)', '(38.0157197, -88.90306)', '(38.0543187, -88.55653099999999)', '(38.7212791, -88.0900762)', '(39.06217729999999, -88.55653099999999)', '(38.2267348, -88.86469799999999)', '(39.2363688, -89.4742177)', '(38.3988869, -89.3226954)']",16,False,False,False,False
4128,2010,IL,Massac,671.33333,9.50833,961,7072.66667,"(37.2478298, -88.7493998)",0.13588,"[192.25, 953.58333, 194.16667, 671.33333, 1184.75, 2457.5, 556.41667, 308.25, 252.91667, 348.91667, 3157.91667, 346.25, 1596.33333, 394.25, 623.16667, 1524.25, 203.58333, 1620.83333, 2773.91667, 404.25, 486.16667, 590.08333, 3007.58333]","[9.49167, 11.96667, 10.80833, 9.50833, 10.18333, 8.225, 12.49167, 12.425, 9.6, 11.75833, 9.70833, 11.65, 9.5, 10.28333, 10.525, 8.075, 9.05, 10.525, 9.05833, 9.93333, 12.03333, 9.64167, 7.33333]","[116, 260, 58, 961, 1568, 2222, 275, 366, 204, 757, 2787, 186, 1036, 421, 612, 2545, 30, 966, 3942, 139, 206, 771, 6981]","[0.05709, 0.03262, 0.03231, 0.13588, 0.13477, 0.07441, 0.06174, 0.14759, 0.07737, 0.25482, 0.08567, 0.06236, 0.06157, 0.10964, 0.10345, 0.13455, 0.01333, 0.06271, 0.12861, 0.0342, 0.05105, 0.12623, 0.17015]","['(37.417132, -88.59517509999999)', '(37.5086525, -89.28472510000002)', '(37.4995097, -88.362785)', '(37.2478298, -88.7493998)', '(37.7149675, -88.55653099999999)', '(37.7218304, -89.3226954)', '(37.42037639999999, -88.90306)', '(37.2512419, -89.1324866)', '(37.7107751, -88.24611829999999)', '(37.1670164, -89.3606298)', '(37.7183241, -88.86469799999999)', '(37.0247261, -88.0900762)', '(36.6887728, -88.7108964)', '(37.0359869, -89.0179332)', '(37.1501019, -87.89424509999999)', '(36.6402766, -88.28504199999999)', '(36.8206685, -88.9796776)', '(36.8573767, -88.4016041)', '(37.03306070000001, -88.7108964)', '(37.3673645, -88.0900762)', '(37.2431347, -88.362785)', '(36.8661576, -89.3226954)', '(37.3821319, -89.62516459999999)']",23,False,False,False,False
4134,2010,IL,Menard,537.75,7.53333,194,7150.66667,"(40.0221361, -89.81303559999999)",0.02713,"[581.0, 180.33333, 1211.08333, 6161.75, 907.58333, 251.25, 2057.58333, 537.75, 1550.58333, 10084.58333, 767.33333, 8413.16667, 318.91667, 7105.91667, 1741.66667]","[8.275, 6.98333, 8.68333, 11.16667, 12.20833, 8.74167, 11.69167, 7.53333, 8.41667, 10.51667, 8.725, 7.74167, 8.26667, 9.91667, 10.125]","[147, 92, 1526, 8530, 742, 70, 1238, 194, 1538, 15332, 17, 21803, 120, 4721, 543]","[0.02097, 0.03556, 0.10932, 0.15454, 0.09984, 0.02426, 0.07037, 0.02713, 0.08352, 0.15967, 0.00193, 0.20053, 0.03103, 0.06587, 0.03155]","['(39.9398601, -90.26200419999999)', '(39.9379573, -90.7152749)', '(40.061338, -89.3226954)', '(39.8949055, -89.0179332)', '(40.2271003, -89.9253233)', '(39.6094934, -90.4879916)', '(40.5531823, -90.2244662)', '(40.0221361, -89.81303559999999)', '(39.7341219, -90.2244662)', '(40.7156396, -89.77553379999999)', '(40.1810363, -88.90306)', '(39.7337353, -89.62516459999999)', '(40.1844543, -90.6393702)', '(40.5522078, -89.4742177)', '(39.5672183, -89.3226954)']",15,False,False,False,False
4140,2010,IL,Mercer,892.83333,9.95833,560,8955.16667,"(41.1985037, -90.6773046)",0.06253,"[592.41667, 826.0, 5778.66667, 433.16667, 1857.91667, 1741.16667, 1504.25, 2421.83333, 2437.25, 294.91667, 892.83333, 721.91667, 366.0, 7278.33333]","[5.39167, 8.29167, 6.66667, 7.26667, 7.025, 7.975, 7.46667, 9.55833, 9.125, 9.75833, 9.95833, 7.76667, 9.33333, 9.54167]","[303, 829, 13041, 169, 3380, 2129, 2824, 3466, 1838, 169, 560, 1262, 330, 9727]","[0.02757, 0.08324, 0.1501, 0.02834, 0.12784, 0.09759, 0.1397, 0.13671, 0.06879, 0.0558, 0.06253, 0.13573, 0.08398, 0.12749]","['(41.8346154, -91.13530200000001)', '(41.0283603, -91.5983959)', '(41.6393199, -90.6393702)', '(41.19330009999999, -91.28910359999999)', '(41.878563, -90.563609)', '(41.5156913, -91.13530200000001)', '(40.9123374, -91.17369939999999)', '(40.8776411, -90.2244662)', '(41.361088, -90.0746767)', '(41.0795661, -89.81303559999999)', '(41.1985037, -90.6773046)', '(40.8758777, -90.6773046)', '(40.83355479999999, -90.9438468)', '(41.39982089999999, -90.563609)']",14,True,False,False,False
4146,2010,IL,Monroe,1315.25,7.30833,460,18009.0,"(38.2742526, -90.1869644)",0.02554,"[1059.41667, 1315.25, 1499.25, 13629.58333, 1318.08333, 616.08333, 712.66667, 12195.33333, 1469.41667]","[11.05833, 7.30833, 7.3, 9.80833, 8.775, 7.26667, 7.25, 10.36667, 14.31667]","[548, 460, 668, 11566, 688, 370, 746, 9531, 697]","[0.05712, 0.02554, 0.0325, 0.08335, 0.04579, 0.04354, 0.07585, 0.08108, 0.06796]","['(38.0612022, -89.3226954)', '(38.2742526, -90.1869644)', '(38.56844419999999, -89.62516459999999)', '(38.9041402, -89.9253233)', '(38.0629321, -89.77553379999999)', '(38.3988869, -89.3226954)', '(37.723555, -89.77553379999999)', '(38.2310301, -90.52578229999999)', '(37.8907566, -90.8294002)']",9,False,False,False,True
4152,2010,IL,Morgan,1550.58333,8.41667,1538,18415.25,"(39.7341219, -90.2244662)",0.08352,"[581.0, 727.83333, 180.33333, 907.58333, 251.25, 632.91667, 1062.58333, 537.75, 1550.58333, 251.0, 2553.75, 8413.16667, 318.91667, 1741.66667]","[8.275, 8.96667, 6.98333, 12.20833, 8.74167, 9.28333, 9.15833, 7.53333, 8.41667, 10.03333, 10.31667, 7.74167, 8.26667, 10.125]","[147, 62, 92, 742, 70, 263, 926, 194, 1538, 136, 1440, 21803, 120, 543]","[0.02097, 0.00763, 0.03556, 0.09984, 0.02426, 0.03858, 0.07974, 0.02713, 0.08352, 0.05443, 0.0581, 0.20053, 0.03103, 0.03155]","['(39.9398601, -90.26200419999999)', '(39.5662363, -90.8294002)', '(39.9379573, -90.7152749)', '(40.2271003, -89.9253233)', '(39.6094934, -90.4879916)', '(39.4029862, -90.37483540000001)', '(39.0704754, -90.37483540000001)', '(40.0221361, -89.81303559999999)', '(39.7341219, -90.2244662)', '(39.1733216, -90.658333)', '(39.2375268, -89.9253233)', '(39.7337353, -89.62516459999999)', '(40.1844543, -90.6393702)', '(39.5672183, -89.3226954)']",14,False,False,False,False
4158,2010,IL,Peoria,10084.58333,10.51667,15332,96023.33333,"(40.7156396, -89.77553379999999)",0.15967,"[2421.83333, 2437.25, 907.58333, 294.91667, 2069.5, 2057.58333, 6786.75, 537.75, 10084.58333, 398.0, 721.91667, 658.5, 7105.91667, 1559.58333]","[9.55833, 9.125, 12.20833, 9.75833, 10.80833, 11.69167, 7.075, 7.53333, 10.51667, 12.025, 7.76667, 10.24167, 9.91667, 7.68333]","[3466, 1838, 742, 169, 1141, 1238, 9082, 194, 15332, 110, 1262, 248, 4721, 577]","[0.13671, 0.06879, 0.09984, 0.0558, 0.05953, 0.07037, 0.09446, 0.02713, 0.15967, 0.03322, 0.13573, 0.03859, 0.06587, 0.02837]","['(40.8776411, -90.2244662)', '(41.361088, -90.0746767)', '(40.2271003, -89.9253233)', '(41.0795661, -89.81303559999999)', '(41.35991560000001, -89.4742177)', '(40.5531823, -90.2244662)', '(40.5478429, -88.86469799999999)', '(40.0221361, -89.81303559999999)', '(40.7156396, -89.77553379999999)', '(41.238474, -89.28472510000002)', '(40.8758777, -90.6773046)', '(40.9972934, -89.3606298)', '(40.5522078, -89.4742177)', '(40.7128889, -89.1705998)']",14,False,False,True,False
4164,2010,IL,Putnam,398.0,12.025,110,3311.08333,"(41.238474, -89.28472510000002)",0.03322,"[1927.5, 2437.25, 294.91667, 2069.5, 3447.75, 10084.58333, 398.0, 6324.75, 7427.5, 658.5, 7105.91667, 1559.58333, 3083.66667, 1926.25]","[10.01667, 9.125, 9.75833, 10.80833, 13.26667, 10.51667, 12.025, 10.11667, 12.0, 10.24167, 9.91667, 7.68333, 10.3, 9.98333]","[1246, 1838, 169, 1141, 1511, 15332, 110, 2860, 3402, 248, 4721, 577, 3095, 1459]","[0.06476, 0.06879, 0.0558, 0.05953, 0.05822, 0.15967, 0.03322, 0.04583, 0.055, 0.03859, 0.06587, 0.02837, 0.10349, 0.07553]","['(41.6789842, -89.3226954)', '(41.361088, -90.0746767)', '(41.0795661, -89.81303559999999)', '(41.35991560000001, -89.4742177)', '(41.3500531, -88.4016041)', '(40.7156396, -89.77553379999999)', '(41.238474, -89.28472510000002)', '(41.5507043, -88.4403883)', '(41.4363987, -88.94138650000001)', '(40.9972934, -89.3606298)', '(40.5522078, -89.4742177)', '(40.7128889, -89.1705998)', '(41.7605503, -89.8505012)', '(40.8688604, -88.55653099999999)']",14,False,False,False,False
4170,2010,IL,Saline,1184.75,10.18333,1568,11634.83333,"(37.7149675, -88.55653099999999)",0.13477,"[192.25, 1059.41667, 953.58333, 748.25, 644.25, 194.16667, 671.33333, 1184.75, 2457.5, 556.41667, 308.25, 2220.5, 252.91667, 378.16667, 1860.83333, 3157.91667, 1053.58333, 746.41667, 579.08333, 2773.91667, 404.25, 486.16667]","[9.49167, 11.05833, 11.96667, 8.91667, 8.50833, 10.80833, 9.50833, 10.18333, 8.225, 12.49167, 12.425, 12.325, 9.6, 9.425, 10.2, 9.70833, 7.80833, 9.70833, 9.46667, 9.05833, 9.93333, 12.03333]","[116, 548, 260, 573, 447, 58, 961, 1568, 2222, 275, 366, 2066, 204, 20, 3391, 2787, 1059, 182, 122, 3942, 139, 206]","[0.05709, 0.05712, 0.03262, 0.06823, 0.05895, 0.03231, 0.13588, 0.13477, 0.07441, 0.06174, 0.14759, 0.11475, 0.07737, 0.00498, 0.18597, 0.08567, 0.07848, 0.02367, 0.01993, 0.12861, 0.0342, 0.05105]","['(37.417132, -88.59517509999999)', '(38.0612022, -89.3226954)', '(37.5086525, -89.28472510000002)', '(38.3899815, -88.4016041)', '(38.0501137, -88.24611829999999)', '(37.4995097, -88.362785)', '(37.2478298, -88.7493998)', '(37.7149675, -88.55653099999999)', '(37.7218304, -89.3226954)', '(37.42037639999999, -88.90306)', '(37.2512419, -89.1324866)', '(38.0157197, -88.90306)', '(37.7107751, -88.24611829999999)', '(38.0543187, -88.55653099999999)', '(38.2267348, -88.86469799999999)', '(37.7183241, -88.86469799999999)', '(38.0020359, -87.89424509999999)', '(37.6638744, -87.97268100000001)', '(37.4892188, -87.7369607)', '(37.03306070000001, -88.7108964)', '(37.3673645, -88.0900762)', '(37.2431347, -88.362785)']",22,False,False,False,False
