,Year,State,County,Number Unemployed,Percent Unemployed,Number of Crimes,Total Labor Force,Coordinates,Crimes per Capita,Number Unemployed for Area Counties (50 Miles),Unemployed Percent for Area Counties (50 Miles),Number of Crimes for Area Counties (50 Miles),Crime Percent for Area Counties (50 Miles),Coordinates for Area Counties (50 Miles),Total Area Counties (50 Miles),Highest Unemployment in Area (50 Miles),Lowest Unemployment in Area (50 Miles),Highest Crime Rate in Area (50 Miles),Lowest Crime Rate in Area (50 Miles)
173,2015,AL,Wilcox,414.08333,14.65,392,2824.25,"(32.0105439, -87.3413599)",0.1388,"[347.5, 693.91667, 937.5, 1494.66667, 738.5, 414.08333, 431.66667, 441.58333, 566.5]","[9.96667, 7.58333, 11.725, 9.575, 10.06667, 14.65, 9.21667, 11.53333, 7.64167]","[110, 1385, 989, 3629, 931, 392, 503, 495, 1190]","[0.03157, 0.15164, 0.12376, 0.2328, 0.12686, 0.1388, 0.10747, 0.12936, 0.16069]","['(32.598888, -87.30161319999999)', '(31.6760284, -86.6611083)', '(31.7002461, -87.77633329999999)', '(32.2332138, -87.14228949999999)', '(31.5119068, -87.460397)', '(32.0105439, -87.3413599)', '(31.501571, -86.9824288)', '(32.221464, -86.6611083)', '(32.2459085, -87.77633329999999)']",9,True,False,False,False
179,2015,AL,Autauga,1330.33333,5.19167,841,25602.16667,"(32.5791817, -86.49965460000001)",0.03285,"[567.33333, 295.75, 641.08333, 347.5, 1494.66667, 1845.83333, 1330.33333, 1079.25, 441.58333, 6407.91667, 1141.91667]","[6.625, 6.68333, 8.05, 9.96667, 9.575, 5.025, 5.19167, 5.63333, 11.53333, 6.1, 6.08333]","[385, 400, 1475, 110, 3629, 3396, 841, 2647, 495, 19258, 2472]","[0.04491, 0.09039, 0.18513, 0.03157, 0.2328, 0.09243, 0.03285, 0.13834, 0.12936, 0.18332, 0.13191]","['(32.9562798, -87.14228949999999)', '(32.8897772, -86.2196937)', '(32.3731182, -85.684578)', '(32.598888, -87.30161319999999)', '(32.2332138, -87.14228949999999)', '(32.5647083, -86.0121573)', '(32.5791817, -86.49965460000001)', '(32.944392, -86.6611083)', '(32.221464, -86.6611083)', '(32.2077447, -86.17517590000001)', '(32.9201244, -85.84862360000001)']",11,False,False,False,False
185,2015,AL,Baldwin,4861.75,5.54167,9008,87704.33333,"(30.6010744, -87.77633329999999)",0.10271,"[12852.75, 4861.75, 7726.75, 3582.08333, 4151.66667]","[6.875, 5.54167, 5.58333, 4.84167, 7.03333]","[34890, 9008, 29094, 4218, 9438]","[0.18667, 0.10271, 0.21062, 0.05702, 0.16003]","['(30.6082227, -88.24611829999999)', '(30.6010744, -87.77633329999999)', '(30.6389408, -87.3413599)', '(30.7689907, -86.9824288)', '(30.4278212, -88.55653099999999)']",5,False,False,False,False
191,2015,AL,Barbour,764.66667,8.875,1343,8608.91667,"(31.8172896, -85.35496499999999)",0.156,"[1261.66667, 983.16667, 456.41667, 641.08333, 1207.0, 764.66667, 379.08333, 2782.66667, 1429.58333, 302.41667, 132.25, 55.91667, 146.0, 90.66667, 220.58333, 184.83333]","[6.35833, 6.58333, 6.8, 8.05, 5.95833, 8.875, 7.925, 6.25, 5.95, 6.93333, 6.225, 6.86667, 6.90833, 9.36667, 9.10833, 8.74167]","[2641, 2528, 740, 1475, 812, 1343, 472, 1643, 880, 416, 12, 106, 18, 6, 226, 9]","[0.13314, 0.16922, 0.11019, 0.18513, 0.04006, 0.156, 0.09881, 0.03688, 0.03651, 0.09544, 0.00564, 0.1298, 0.00851, 0.0062, 0.09319, 0.00427]","['(31.4645298, -85.684578)', '(31.8395163, -86.0121573)', '(31.4469377, -85.1894045)', '(32.3731182, -85.684578)', '(31.4751172, -86.0121573)', '(31.8172896, -85.35496499999999)', '(32.0573536, -85.7256372)', '(31.1318686, -85.31362179999999)', '(32.3552497, -85.1894045)', '(31.3901106, -84.8984775)', '(31.5621777, -84.6479124)', '(31.8485969, -84.981754)', '(32.1141344, -84.8150781)', '(32.0129889, -84.56414699999999)', '(31.7913398, -84.68974949999999)', '(32.2952274, -84.8150781)']",16,False,False,False,False
197,2015,AL,Bullock,379.08333,7.925,472,4776.66667,"(32.0573536, -85.7256372)",0.09881,"[3719.08333, 1261.66667, 983.16667, 641.08333, 1207.0, 1845.83333, 764.66667, 379.08333, 1429.58333, 380.5, 6407.91667, 55.91667]","[5.25, 6.35833, 6.58333, 8.05, 5.95833, 5.025, 8.875, 7.925, 5.95, 6.0, 6.1, 6.86667]","[6934, 2641, 2528, 1475, 812, 3396, 1343, 472, 880, 610, 19258, 106]","[0.09786, 0.13314, 0.16922, 0.18513, 0.04006, 0.09243, 0.156, 0.09881, 0.03651, 0.096, 0.18332, 0.1298]","['(32.5888702, -85.39627689999999)', '(31.4645298, -85.684578)', '(31.8395163, -86.0121573)', '(32.3731182, -85.684578)', '(31.4751172, -86.0121573)', '(32.5647083, -86.0121573)', '(31.8172896, -85.35496499999999)', '(32.0573536, -85.7256372)', '(32.3552497, -85.1894045)', '(31.6671872, -86.3376761)', '(32.2077447, -86.17517590000001)', '(31.8485969, -84.981754)']",12,False,False,False,False
203,2015,AL,Calhoun,3231.41667,7.03333,7579,45910.16667,"(33.7701576, -85.80766)",0.16508,"[340.16667, 1321.25, 2639.0, 3231.41667, 608.75, 342.25, 556.91667, 2309.5, 1201.58333, 2867.33333, 3477.75, 775.58333]","[6.125, 5.4, 6.19167, 7.03333, 5.475, 6.025, 5.90833, 6.55, 6.61667, 6.675, 6.70833, 6.54167]","[273, 2911, 8530, 7579, 1456, 365, 706, 6979, 4424, 6946, 6561, 1460]","[0.0492, 0.11895, 0.19984, 0.16508, 0.13049, 0.06429, 0.07484, 0.19864, 0.24375, 0.1616, 0.12668, 0.123]","['(33.279527, -85.84862360000001)', '(34.0145152, -86.49965460000001)', '(34.0455341, -86.05296039999999)', '(33.7701576, -85.80766)', '(34.1665322, -85.684578)', '(33.6261707, -85.52002399999999)', '(33.2681523, -85.52002399999999)', '(33.4231716, -86.1344697)', '(34.0132398, -85.14793639999999)', '(34.2828967, -85.2308414)', '(33.5642239, -85.0649071)', '(33.8021715, -85.1900684)']",12,True,False,False,False
209,2015,AL,Chilton,1079.25,5.63333,2647,19133.58333,"(32.944392, -86.6611083)",0.13834,"[567.33333, 295.75, 347.5, 1845.83333, 4555.41667, 1330.33333, 1079.25, 441.58333, 17924.58333, 2309.5, 1141.91667]","[6.625, 6.68333, 9.96667, 5.025, 4.20833, 5.19167, 5.63333, 11.53333, 5.75833, 6.55, 6.08333]","[385, 400, 110, 3396, 5516, 841, 2647, 495, 26021, 6979, 2472]","[0.04491, 0.09039, 0.03157, 0.09243, 0.05098, 0.03285, 0.13834, 0.12936, 0.0837, 0.19864, 0.13191]","['(32.9562798, -87.14228949999999)', '(32.8897772, -86.2196937)', '(32.598888, -87.30161319999999)', '(32.5647083, -86.0121573)', '(33.3039292, -86.6611083)', '(32.5791817, -86.49965460000001)', '(32.944392, -86.6611083)', '(32.221464, -86.6611083)', '(33.4914122, -86.9824288)', '(33.4231716, -86.1344697)', '(32.9201244, -85.84862360000001)']",11,False,False,False,False
215,2015,AL,Choctaw,398.16667,9.10833,184,4378.25,"(32.0716631, -88.24611829999999)",0.04203,"[937.5, 407.58333, 398.16667, 566.5, 2075.75]","[11.725, 7.98333, 9.10833, 7.64167, 6.55]","[989, 351, 184, 1190, 6095]","[0.12376, 0.06873, 0.04203, 0.16069, 0.19251]","['(31.7002461, -87.77633329999999)', '(32.6155551, -88.24611829999999)', '(32.0716631, -88.24611829999999)', '(32.2459085, -87.77633329999999)', '(32.4401578, -88.7108964)']",5,False,False,False,True
221,2015,AL,Colbert,1869.83333,7.925,3330,23602.58333,"(34.7117567, -87.89424509999999)",0.14109,"[867.58333, 1869.83333, 706.25, 878.66667, 1056.5, 2961.58333, 583.75, 664.16667, 509.33333]","[6.95, 7.925, 7.51667, 6.43333, 7.725, 6.94167, 5.70833, 6.05, 6.36667]","[882, 3330, 286, 1658, 933, 4282, 684, 52, 207]","[0.07066, 0.14109, 0.03051, 0.12137, 0.06824, 0.1004, 0.06699, 0.00473, 0.02584]","['(34.0441174, -87.77633329999999)', '(34.7117567, -87.89424509999999)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(34.567428, -87.30161319999999)', '(34.8840876, -87.658113)', '(34.2317882, -88.4016041)', '(34.6324369, -88.5178518)', '(34.7615024, -88.24611829999999)']",9,True,False,True,False
227,2015,AL,Conecuh,431.66667,9.21667,503,4680.58333,"(31.501571, -86.9824288)",0.10747,"[693.91667, 937.5, 738.5, 414.08333, 431.66667, 380.5, 1026.0, 1104.08333]","[7.58333, 11.725, 10.06667, 14.65, 9.21667, 6.0, 7.04167, 7.15]","[1385, 989, 931, 392, 503, 610, 1719, 2219]","[0.15164, 0.12376, 0.12686, 0.1388, 0.10747, 0.096, 0.11776, 0.14356]","['(31.6760284, -86.6611083)', '(31.7002461, -87.77633329999999)', '(31.5119068, -87.460397)', '(32.0105439, -87.3413599)', '(31.501571, -86.9824288)', '(31.6671872, -86.3376761)', '(31.1394734, -87.14228949999999)', '(31.3066438, -86.49965460000001)']",8,False,False,False,False
233,2015,AL,Cullman,1912.16667,5.26667,3458,36384.5,"(34.2011537, -86.8220341)",0.09504,"[1321.25, 2639.0, 3226.08333, 1846.41667, 1912.16667, 9373.33333, 706.25, 878.66667, 1056.5, 2333.0, 17924.58333, 2191.25]","[5.4, 6.19167, 5.88333, 7.24167, 5.26667, 5.48333, 7.51667, 6.43333, 7.725, 5.79167, 5.75833, 5.48333]","[2911, 8530, 1851, 5456, 3458, 5477, 286, 1658, 933, 3776, 26021, 2575]","[0.11895, 0.19984, 0.03371, 0.21345, 0.09504, 0.03205, 0.03051, 0.12137, 0.06824, 0.09351, 0.0837, 0.06446]","['(34.0145152, -86.49965460000001)', '(34.0455341, -86.05296039999999)', '(34.4240875, -86.86218269999999)', '(33.8563605, -87.30161319999999)', '(34.2011537, -86.8220341)', '(34.72397309999999, -86.49965460000001)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(34.567428, -87.30161319999999)', '(34.3652297, -86.3376761)', '(33.4914122, -86.9824288)', '(34.78000720000001, -86.9423801)']",12,False,True,False,False
239,2015,AL,Fayette,450.66667,7.00833,347,6421.41667,"(33.6871392, -87.77633329999999)",0.05404,"[354.75, 867.58333, 1846.41667, 450.66667, 541.58333, 706.25, 878.66667, 17924.58333, 5384.91667, 1141.25, 1764.41667]","[6.30833, 6.95, 7.24167, 7.00833, 6.775, 7.51667, 6.43333, 5.75833, 5.45, 7.35833, 7.01667]","[286, 882, 5456, 347, 238, 286, 1658, 26021, 15115, 879, 346]","[0.05093, 0.07066, 0.21345, 0.05404, 0.02972, 0.03051, 0.12137, 0.0837, 0.15288, 0.05677, 0.01377]","['(33.6923649, -88.0900762)', '(34.0441174, -87.77633329999999)', '(33.8563605, -87.30161319999999)', '(33.6871392, -87.77633329999999)', '(33.3339954, -88.0900762)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(33.4914122, -86.9824288)', '(33.3227653, -87.460397)', '(33.8773585, -88.55653099999999)', '(33.473423, -88.4403883)']",11,False,False,False,False
245,2015,AL,Houston,2782.66667,6.25,1643,44549.33333,"(31.1318686, -85.31362179999999)",0.03688,"[1261.66667, 456.41667, 1207.0, 637.83333, 764.66667, 2782.66667, 412.08333, 1021.91667, 572.33333, 302.41667, 145.0, 132.25, 249.83333]","[6.35833, 6.8, 5.95833, 5.90833, 8.875, 6.25, 6.15, 5.9, 5.96667, 6.93333, 5.43333, 6.225, 8.08333]","[2641, 740, 812, 1339, 1343, 1643, 506, 2135, 795, 416, 138, 12, 346]","[0.13314, 0.11019, 0.04006, 0.12415, 0.156, 0.03688, 0.07561, 0.12332, 0.08272, 0.09544, 0.05166, 0.00564, 0.11197]","['(31.4645298, -85.684578)', '(31.4469377, -85.1894045)', '(31.4751172, -86.0121573)', '(31.0990456, -85.684578)', '(31.8172896, -85.35496499999999)', '(31.1318686, -85.31362179999999)', '(30.8740806, -85.80766)', '(30.7150882, -85.1894045)', '(30.548737, -85.684578)', '(31.3901106, -84.8984775)', '(31.2008218, -84.7315563)', '(31.5621777, -84.6479124)', '(30.9331429, -84.8984775)']",13,False,False,False,False
251,2015,AL,Jackson,1560.83333,6.64167,1922,23461.16667,"(34.7090388, -86.0121573)",0.08192,"[1744.66667, 2639.0, 1560.83333, 9373.33333, 608.75, 2333.0, 429.75, 1754.41667, 650.5]","[6.06667, 6.19167, 6.64167, 5.48333, 5.475, 5.79167, 5.475, 5.975, 6.15833]","[3170, 8530, 1922, 5477, 1456, 3776, 148, 3868, 1110]","[0.1102, 0.19984, 0.08192, 0.03205, 0.13049, 0.09351, 0.01885, 0.13156, 0.10519]","['(34.5211397, -85.684578)', '(34.0455341, -86.05296039999999)', '(34.7090388, -86.0121573)', '(34.72397309999999, -86.49965460000001)', '(34.1665322, -85.684578)', '(34.3652297, -86.3376761)', '(34.9109017, -85.47880649999999)', '(34.6858231, -85.35496499999999)', '(34.4632661, -85.31362179999999)']",9,True,False,False,False
257,2015,AL,Lowndes,441.58333,11.53333,495,3826.58333,"(32.221464, -86.6611083)",0.12936,"[983.16667, 347.5, 693.91667, 1494.66667, 1845.83333, 414.08333, 1330.33333, 1079.25, 441.58333, 380.5, 6407.91667]","[6.58333, 9.96667, 7.58333, 9.575, 5.025, 14.65, 5.19167, 5.63333, 11.53333, 6.0, 6.1]","[2528, 110, 1385, 3629, 3396, 392, 841, 2647, 495, 610, 19258]","[0.16922, 0.03157, 0.15164, 0.2328, 0.09243, 0.1388, 0.03285, 0.13834, 0.12936, 0.096, 0.18332]","['(31.8395163, -86.0121573)', '(32.598888, -87.30161319999999)', '(31.6760284, -86.6611083)', '(32.2332138, -87.14228949999999)', '(32.5647083, -86.0121573)', '(32.0105439, -87.3413599)', '(32.5791817, -86.49965460000001)', '(32.944392, -86.6611083)', '(32.221464, -86.6611083)', '(31.6671872, -86.3376761)', '(32.2077447, -86.17517590000001)']",11,False,False,False,False
263,2015,AL,Madison,9373.33333,5.48333,5477,170889.4167,"(34.72397309999999, -86.49965460000001)",0.03205,"[1321.25, 1744.66667, 3226.08333, 1912.16667, 1560.83333, 9373.33333, 1056.5, 2333.0, 2191.25]","[5.4, 6.06667, 5.88333, 5.26667, 6.64167, 5.48333, 7.725, 5.79167, 5.48333]","[2911, 3170, 1851, 3458, 1922, 5477, 933, 3776, 2575]","[0.11895, 0.1102, 0.03371, 0.09504, 0.08192, 0.03205, 0.06824, 0.09351, 0.06446]","['(34.0145152, -86.49965460000001)', '(34.5211397, -85.684578)', '(34.4240875, -86.86218269999999)', '(34.2011537, -86.8220341)', '(34.7090388, -86.0121573)', '(34.72397309999999, -86.49965460000001)', '(34.567428, -87.30161319999999)', '(34.3652297, -86.3376761)', '(34.78000720000001, -86.9423801)']",9,False,False,False,True
269,2015,AL,Marengo,566.5,7.64167,1190,7405.58333,"(32.2459085, -87.77633329999999)",0.16069,"[470.33333, 347.5, 937.5, 1494.66667, 407.58333, 414.08333, 398.16667, 566.5]","[7.78333, 9.96667, 11.725, 9.575, 7.98333, 14.65, 9.10833, 7.64167]","[88, 110, 989, 3629, 351, 392, 184, 1190]","[0.01455, 0.03157, 0.12376, 0.2328, 0.06873, 0.1388, 0.04203, 0.16069]","['(32.7859102, -87.6186379)', '(32.598888, -87.30161319999999)', '(31.7002461, -87.77633329999999)', '(32.2332138, -87.14228949999999)', '(32.6155551, -88.24611829999999)', '(32.0105439, -87.3413599)', '(32.0716631, -88.24611829999999)', '(32.2459085, -87.77633329999999)']",8,False,True,False,False
275,2015,AL,Pickens,541.58333,6.775,238,8006.75,"(33.3339954, -88.0900762)",0.02972,"[470.33333, 354.75, 318.58333, 450.66667, 541.58333, 5384.91667, 767.58333, 1141.25, 1764.41667, 1380.33333]","[7.78333, 6.30833, 11.08333, 7.00833, 6.775, 5.45, 9.56667, 7.35833, 7.01667, 6.175]","[88, 286, 302, 347, 238, 15115, 801, 879, 346, 2979]","[0.01455, 0.05093, 0.10495, 0.05404, 0.02972, 0.15288, 0.0999, 0.05677, 0.01377, 0.1324]","['(32.7859102, -87.6186379)', '(33.6923649, -88.0900762)', '(32.9718107, -87.9334803)', '(33.6871392, -87.77633329999999)', '(33.3339954, -88.0900762)', '(33.3227653, -87.460397)', '(33.65678380000001, -88.8263006)', '(33.8773585, -88.55653099999999)', '(33.473423, -88.4403883)', '(33.3886689, -88.90306)']",10,False,False,False,False
281,2015,AL,Russell,1429.58333,5.95,880,24103.58333,"(32.3552497, -85.1894045)",0.03651,"[3719.08333, 641.08333, 764.66667, 379.08333, 1429.58333, 905.58333, 822.08333, 290.25, 208.25, 55.91667, 146.0, 90.66667, 5883.5, 220.58333, 184.83333]","[5.25, 8.05, 8.875, 7.925, 5.95, 6.05833, 5.25, 8.41667, 7.71667, 6.86667, 6.90833, 9.36667, 7.45, 9.10833, 8.74167]","[6934, 1475, 1343, 472, 880, 2597, 708, 76, 112, 106, 18, 6, 24973, 226, 9]","[0.09786, 0.18513, 0.156, 0.09881, 0.03651, 0.17343, 0.04509, 0.02206, 0.04154, 0.1298, 0.00851, 0.0062, 0.31652, 0.09319, 0.00427]","['(32.5888702, -85.39627689999999)', '(32.3731182, -85.684578)', '(31.8172896, -85.35496499999999)', '(32.0573536, -85.7256372)', '(32.3552497, -85.1894045)', '(32.9028048, -85.35496499999999)', '(32.7032697, -84.8567932)', '(32.328102, -84.5222189)', '(32.6891322, -84.5222189)', '(31.8485969, -84.981754)', '(32.1141344, -84.8150781)', '(32.0129889, -84.56414699999999)', '(32.4794133, -84.8984775)', '(31.7913398, -84.68974949999999)', '(32.2952274, -84.8150781)']",15,False,False,False,False
287,2015,AL,Winston,706.25,7.51667,286,9375.16667,"(34.1690087, -87.3413599)",0.03051,"[1321.25, 867.58333, 3226.08333, 1846.41667, 1869.83333, 1912.16667, 450.66667, 706.25, 878.66667, 1056.5, 2191.25]","[5.4, 6.95, 5.88333, 7.24167, 7.925, 5.26667, 7.00833, 7.51667, 6.43333, 7.725, 5.48333]","[2911, 882, 1851, 5456, 3330, 3458, 347, 286, 1658, 933, 2575]","[0.11895, 0.07066, 0.03371, 0.21345, 0.14109, 0.09504, 0.05404, 0.03051, 0.12137, 0.06824, 0.06446]","['(34.0145152, -86.49965460000001)', '(34.0441174, -87.77633329999999)', '(34.4240875, -86.86218269999999)', '(33.8563605, -87.30161319999999)', '(34.7117567, -87.89424509999999)', '(34.2011537, -86.8220341)', '(33.6871392, -87.77633329999999)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(34.567428, -87.30161319999999)', '(34.78000720000001, -86.9423801)']",11,False,False,False,True
293,2015,AL,Chambers,905.58333,6.05833,2597,14974.75,"(32.9028048, -85.35496499999999)",0.17343,"[3719.08333, 340.16667, 641.08333, 1845.83333, 1429.58333, 905.58333, 556.91667, 1141.91667, 315.5, 2161.75, 3602.08333, 822.08333, 3477.75, 5883.5, 694.58333]","[5.25, 6.125, 8.05, 5.025, 5.95, 6.05833, 5.90833, 6.08333, 6.43333, 6.08333, 5.30833, 5.25, 6.70833, 7.45, 8.00833]","[6934, 273, 1475, 3396, 880, 2597, 706, 2472, 324, 5647, 5394, 708, 6561, 24973, 895]","[0.09786, 0.0492, 0.18513, 0.09243, 0.03651, 0.17343, 0.07484, 0.13191, 0.06596, 0.15863, 0.07949, 0.04509, 0.12668, 0.31652, 0.10321]","['(32.5888702, -85.39627689999999)', '(33.279527, -85.84862360000001)', '(32.3731182, -85.684578)', '(32.5647083, -86.0121573)', '(32.3552497, -85.1894045)', '(32.9028048, -85.35496499999999)', '(33.2681523, -85.52002399999999)', '(32.9201244, -85.84862360000001)', '(33.2990406, -85.14793639999999)', '(33.0698575, -85.02334599999999)', '(33.3716708, -84.7315563)', '(32.7032697, -84.8567932)', '(33.5642239, -85.0649071)', '(32.4794133, -84.8984775)', '(33.0561282, -84.68974949999999)']",15,False,False,False,False
299,2015,AL,Cherokee,608.75,5.475,1456,11157.66667,"(34.1665322, -85.684578)",0.13049,"[1321.25, 1744.66667, 2639.0, 3231.41667, 1560.83333, 608.75, 342.25, 2333.0, 1201.58333, 2867.33333, 1754.41667, 775.58333, 3968.5, 650.5]","[5.4, 6.06667, 6.19167, 7.03333, 6.64167, 5.475, 6.025, 5.79167, 6.61667, 6.675, 5.975, 6.54167, 5.21667, 6.15833]","[2911, 3170, 8530, 7579, 1922, 1456, 365, 3776, 4424, 6946, 3868, 1460, 7165, 1110]","[0.11895, 0.1102, 0.19984, 0.16508, 0.08192, 0.13049, 0.06429, 0.09351, 0.24375, 0.1616, 0.13156, 0.123, 0.09386, 0.10519]","['(34.0145152, -86.49965460000001)', '(34.5211397, -85.684578)', '(34.0455341, -86.05296039999999)', '(33.7701576, -85.80766)', '(34.7090388, -86.0121573)', '(34.1665322, -85.684578)', '(33.6261707, -85.52002399999999)', '(34.3652297, -86.3376761)', '(34.0132398, -85.14793639999999)', '(34.2828967, -85.2308414)', '(34.6858231, -85.35496499999999)', '(33.8021715, -85.1900684)', '(33.9142037, -84.8984775)', '(34.4632661, -85.31362179999999)']",14,False,False,False,False
305,2015,AL,Cleburne,342.25,6.025,365,5677.58333,"(33.6261707, -85.52002399999999)",0.06429,"[340.16667, 2639.0, 3231.41667, 608.75, 342.25, 556.91667, 2309.5, 1201.58333, 2867.33333, 315.5, 2161.75, 3602.08333, 3477.75, 4326.0, 775.58333, 3968.5]","[6.125, 6.19167, 7.03333, 5.475, 6.025, 5.90833, 6.55, 6.61667, 6.675, 6.43333, 6.08333, 5.30833, 6.70833, 6.325, 6.54167, 5.21667]","[273, 8530, 7579, 1456, 365, 706, 6979, 4424, 6946, 324, 5647, 5394, 6561, 8438, 1460, 7165]","[0.0492, 0.19984, 0.16508, 0.13049, 0.06429, 0.07484, 0.19864, 0.24375, 0.1616, 0.06596, 0.15863, 0.07949, 0.12668, 0.12347, 0.123, 0.09386]","['(33.279527, -85.84862360000001)', '(34.0455341, -86.05296039999999)', '(33.7701576, -85.80766)', '(34.1665322, -85.684578)', '(33.6261707, -85.52002399999999)', '(33.2681523, -85.52002399999999)', '(33.4231716, -86.1344697)', '(34.0132398, -85.14793639999999)', '(34.2828967, -85.2308414)', '(33.2990406, -85.14793639999999)', '(33.0698575, -85.02334599999999)', '(33.3716708, -84.7315563)', '(33.5642239, -85.0649071)', '(33.7290225, -84.7315563)', '(33.8021715, -85.1900684)', '(33.9142037, -84.8984775)']",16,False,False,False,False
311,2015,AL,Crenshaw,380.5,6.0,610,6354.08333,"(31.6671872, -86.3376761)",0.096,"[1261.66667, 983.16667, 693.91667, 1207.0, 379.08333, 431.66667, 441.58333, 380.5, 1104.08333, 6407.91667]","[6.35833, 6.58333, 7.58333, 5.95833, 7.925, 9.21667, 11.53333, 6.0, 7.15, 6.1]","[2641, 2528, 1385, 812, 472, 503, 495, 610, 2219, 19258]","[0.13314, 0.16922, 0.15164, 0.04006, 0.09881, 0.10747, 0.12936, 0.096, 0.14356, 0.18332]","['(31.4645298, -85.684578)', '(31.8395163, -86.0121573)', '(31.6760284, -86.6611083)', '(31.4751172, -86.0121573)', '(32.0573536, -85.7256372)', '(31.501571, -86.9824288)', '(32.221464, -86.6611083)', '(31.6671872, -86.3376761)', '(31.3066438, -86.49965460000001)', '(32.2077447, -86.17517590000001)']",10,False,False,False,False
317,2015,AL,Escambia,1026.0,7.04167,1719,14597.25,"(31.1394734, -87.14228949999999)",0.11776,"[693.91667, 738.5, 431.66667, 1026.0, 1104.08333, 7726.75, 4161.58333, 3582.08333]","[7.58333, 10.06667, 9.21667, 7.04167, 7.15, 5.58333, 4.54167, 4.84167]","[1385, 931, 503, 1719, 2219, 29094, 11405, 4218]","[0.15164, 0.12686, 0.10747, 0.11776, 0.14356, 0.21062, 0.12432, 0.05702]","['(31.6760284, -86.6611083)', '(31.5119068, -87.460397)', '(31.501571, -86.9824288)', '(31.1394734, -87.14228949999999)', '(31.3066438, -86.49965460000001)', '(30.6389408, -87.3413599)', '(30.57734009999999, -86.6611083)', '(30.7689907, -86.9824288)']",8,False,False,False,False
323,2015,AL,Franklin,878.66667,6.43333,1658,13660.33333,"(34.3967457, -87.6186379)",0.12137,"[867.58333, 3226.08333, 1846.41667, 1869.83333, 1912.16667, 450.66667, 706.25, 878.66667, 1056.5, 2191.25, 2961.58333, 583.75, 509.33333]","[6.95, 5.88333, 7.24167, 7.925, 5.26667, 7.00833, 7.51667, 6.43333, 7.725, 5.48333, 6.94167, 5.70833, 6.36667]","[882, 1851, 5456, 3330, 3458, 347, 286, 1658, 933, 2575, 4282, 684, 207]","[0.07066, 0.03371, 0.21345, 0.14109, 0.09504, 0.05404, 0.03051, 0.12137, 0.06824, 0.06446, 0.1004, 0.06699, 0.02584]","['(34.0441174, -87.77633329999999)', '(34.4240875, -86.86218269999999)', '(33.8563605, -87.30161319999999)', '(34.7117567, -87.89424509999999)', '(34.2011537, -86.8220341)', '(33.6871392, -87.77633329999999)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(34.567428, -87.30161319999999)', '(34.78000720000001, -86.9423801)', '(34.8840876, -87.658113)', '(34.2317882, -88.4016041)', '(34.7615024, -88.24611829999999)']",13,False,False,False,False
329,2015,AL,Lawrence,1056.5,7.725,933,13672.41667,"(34.567428, -87.30161319999999)",0.06824,"[867.58333, 3226.08333, 1846.41667, 1869.83333, 1912.16667, 9373.33333, 706.25, 878.66667, 1056.5, 2191.25, 2961.58333]","[6.95, 5.88333, 7.24167, 7.925, 5.26667, 5.48333, 7.51667, 6.43333, 7.725, 5.48333, 6.94167]","[882, 1851, 5456, 3330, 3458, 5477, 286, 1658, 933, 2575, 4282]","[0.07066, 0.03371, 0.21345, 0.14109, 0.09504, 0.03205, 0.03051, 0.12137, 0.06824, 0.06446, 0.1004]","['(34.0441174, -87.77633329999999)', '(34.4240875, -86.86218269999999)', '(33.8563605, -87.30161319999999)', '(34.7117567, -87.89424509999999)', '(34.2011537, -86.8220341)', '(34.72397309999999, -86.49965460000001)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(34.567428, -87.30161319999999)', '(34.78000720000001, -86.9423801)', '(34.8840876, -87.658113)']",11,False,False,False,False
