,Year,Average (Monthly) Percent Unemployed,county,state
143,2015,10.06666667,Monroe County,AL
144,2010,10.76666667,Morgan County,AL
145,2011,9.433333333,Morgan County,AL
146,2012,7.8,Morgan County,AL
147,2013,6.858333333,Morgan County,AL
148,2014,6.608333333,Morgan County,AL
149,2015,5.883333333,Morgan County,AL
150,2010,7.108333333,Shelby County,AL
151,2011,6.225,Shelby County,AL
152,2012,5.016666667,Shelby County,AL
153,2013,4.641666667,Shelby County,AL
154,2014,4.475,Shelby County,AL
155,2015,4.208333333,Shelby County,AL
156,2010,13.33333333,Sumter County,AL
157,2011,13.13333333,Sumter County,AL
158,2012,10.5,Sumter County,AL
159,2013,9.033333333,Sumter County,AL
160,2014,8.466666667,Sumter County,AL
161,2015,7.983333333,Sumter County,AL
162,2010,12.71666667,Walker County,AL
163,2011,11.28333333,Walker County,AL
164,2012,9.166666667,Walker County,AL
165,2013,8.458333333,Walker County,AL
166,2014,7.908333333,Walker County,AL
167,2015,7.241666667,Walker County,AL
168,2010,26.25833333,Wilcox County,AL
169,2011,23.11666667,Wilcox County,AL
170,2012,19.925,Wilcox County,AL
171,2013,19.26666667,Wilcox County,AL
172,2014,16.90833333,Wilcox County,AL
173,2015,14.65,Wilcox County,AL
174,2010,8.9,Autauga County,AL
175,2011,8.358333333,Autauga County,AL
176,2012,6.908333333,Autauga County,AL
177,2013,6.225,Autauga County,AL
178,2014,5.833333333,Autauga County,AL
179,2015,5.191666667,Autauga County,AL
180,2010,10.00833333,Baldwin County,AL
181,2011,8.958333333,Baldwin County,AL
182,2012,7.525,Baldwin County,AL
183,2013,6.625,Baldwin County,AL
184,2014,6.141666667,Baldwin County,AL
185,2015,5.541666667,Baldwin County,AL
186,2010,12.375,Barbour County,AL
187,2011,11.53333333,Barbour County,AL
188,2012,11.525,Barbour County,AL
189,2013,10.23333333,Barbour County,AL
190,2014,10.51666667,Barbour County,AL
191,2015,8.875,Barbour County,AL
192,2010,11.80833333,Bullock County,AL
193,2011,11.61666667,Bullock County,AL
194,2012,10.36666667,Bullock County,AL
195,2013,9.366666667,Bullock County,AL
196,2014,8.816666667,Bullock County,AL
197,2015,7.925,Bullock County,AL
198,2010,11.36666667,Calhoun County,AL
199,2011,10.34166667,Calhoun County,AL
200,2012,8.841666667,Calhoun County,AL
201,2013,8.758333333,Calhoun County,AL
202,2014,7.975,Calhoun County,AL
203,2015,7.033333333,Calhoun County,AL
204,2010,10.275,Chilton County,AL
205,2011,9.133333333,Chilton County,AL
206,2012,7.216666667,Chilton County,AL
207,2013,6.558333333,Chilton County,AL
208,2014,6.266666667,Chilton County,AL
209,2015,5.633333333,Chilton County,AL
210,2010,13.25833333,Choctaw County,AL
211,2011,13.14166667,Choctaw County,AL
212,2012,10.30833333,Choctaw County,AL
213,2013,9.208333333,Choctaw County,AL
214,2014,8.975,Choctaw County,AL
215,2015,9.108333333,Choctaw County,AL
216,2010,11.46666667,Colbert County,AL
217,2011,10.18333333,Colbert County,AL
218,2012,8.741666667,Colbert County,AL
219,2013,8.183333333,Colbert County,AL
220,2014,8.283333333,Colbert County,AL
221,2015,7.925,Colbert County,AL
222,2010,17.25833333,Conecuh County,AL
223,2011,15.18333333,Conecuh County,AL
224,2012,11.9,Conecuh County,AL
225,2013,10.725,Conecuh County,AL
226,2014,10.325,Conecuh County,AL
227,2015,9.216666667,Conecuh County,AL
228,2010,10.44166667,Cullman County,AL
229,2011,9.508333333,Cullman County,AL
230,2012,7.691666667,Cullman County,AL
231,2013,6.65,Cullman County,AL
232,2014,6.058333333,Cullman County,AL
233,2015,5.266666667,Cullman County,AL
234,2010,13.025,Fayette County,AL
235,2011,11.075,Fayette County,AL
236,2012,8.6,Fayette County,AL
237,2013,8.291666667,Fayette County,AL
238,2014,7.816666667,Fayette County,AL
239,2015,7.008333333,Fayette County,AL
240,2010,9.15,Houston County,AL
241,2011,8.616666667,Houston County,AL
242,2012,7.541666667,Houston County,AL
243,2013,6.891666667,Houston County,AL
244,2014,6.775,Houston County,AL
245,2015,6.25,Houston County,AL
246,2010,11.85,Jackson County,AL
247,2011,10.25,Jackson County,AL
248,2012,8.575,Jackson County,AL
249,2013,7.858333333,Jackson County,AL
250,2014,7.258333333,Jackson County,AL
251,2015,6.641666667,Jackson County,AL
252,2010,18.45833333,Lowndes County,AL
253,2011,17.66666667,Lowndes County,AL
254,2012,15.40833333,Lowndes County,AL
255,2013,14.08333333,Lowndes County,AL
256,2014,12.8,Lowndes County,AL
257,2015,11.53333333,Lowndes County,AL
258,2010,8.35,Madison County,AL
259,2011,8.266666667,Madison County,AL
260,2012,6.95,Madison County,AL
261,2013,6.291666667,Madison County,AL
262,2014,6.166666667,Madison County,AL
263,2015,5.483333333,Madison County,AL
264,2010,13.7,Marengo County,AL
265,2011,12.56666667,Marengo County,AL
266,2012,10.15833333,Marengo County,AL
267,2013,8.866666667,Marengo County,AL
268,2014,7.958333333,Marengo County,AL
269,2015,7.641666667,Marengo County,AL
270,2010,13.18333333,Pickens County,AL
271,2011,11.99166667,Pickens County,AL
272,2012,10.14166667,Pickens County,AL
273,2013,9.35,Pickens County,AL
274,2014,8.2,Pickens County,AL
275,2015,6.775,Pickens County,AL
276,2010,10.89166667,Russell County,AL
277,2011,10.25833333,Russell County,AL
278,2012,8.766666667,Russell County,AL
279,2013,7.233333333,Russell County,AL
280,2014,6.533333333,Russell County,AL
281,2015,5.95,Russell County,AL
282,2010,16,Winston County,AL
283,2011,13.49166667,Winston County,AL
284,2012,9.991666667,Winston County,AL
285,2013,9.416666667,Winston County,AL
286,2014,8.591666667,Winston County,AL
287,2015,7.516666667,Winston County,AL
288,2010,14.925,Chambers County,AL
289,2011,11.96666667,Chambers County,AL
290,2012,9.866666667,Chambers County,AL
291,2013,7.966666667,Chambers County,AL
292,2014,6.683333333,Chambers County,AL
293,2015,6.058333333,Chambers County,AL
294,2010,10.64166667,Cherokee County,AL
295,2011,9.666666667,Cherokee County,AL
296,2012,8.033333333,Cherokee County,AL
297,2013,6.6,Cherokee County,AL
298,2014,5.808333333,Cherokee County,AL
299,2015,5.475,Cherokee County,AL
300,2010,10.025,Cleburne County,AL
301,2011,9.691666667,Cleburne County,AL
302,2012,8.216666667,Cleburne County,AL
303,2013,7.65,Cleburne County,AL
304,2014,6.6,Cleburne County,AL
305,2015,6.025,Cleburne County,AL
306,2010,10.19166667,Crenshaw County,AL
307,2011,9.85,Crenshaw County,AL
308,2012,8.3,Crenshaw County,AL
309,2013,7.65,Crenshaw County,AL
310,2014,6.958333333,Crenshaw County,AL
311,2015,6,Crenshaw County,AL
312,2010,11.8,Escambia County,AL
313,2011,10.825,Escambia County,AL
314,2012,9.208333333,Escambia County,AL
315,2013,8.583333333,Escambia County,AL
316,2014,7.991666667,Escambia County,AL
317,2015,7.041666667,Escambia County,AL
318,2010,10.76666667,Franklin County,AL
319,2011,9.558333333,Franklin County,AL
320,2012,8.366666667,Franklin County,AL
321,2013,8.05,Franklin County,AL
322,2014,7.716666667,Franklin County,AL
323,2015,6.433333333,Franklin County,AL
324,2010,12.60833333,Lawrence County,AL
325,2011,10.88333333,Lawrence County,AL
326,2012,9.008333333,Lawrence County,AL
327,2013,8.316666667,Lawrence County,AL
328,2014,8.208333333,Lawrence County,AL
329,2015,7.725,Lawrence County,AL
330,2010,9.616666667,Marshall County,AL
331,2011,9.425,Marshall County,AL
332,2012,7.775,Marshall County,AL
333,2013,6.825,Marshall County,AL
334,2014,6.666666667,Marshall County,AL
335,2015,5.791666667,Marshall County,AL
336,2010,13.38333333,Randolph County,AL
337,2011,11.35833333,Randolph County,AL
338,2012,9.175,Randolph County,AL
339,2013,7.75,Randolph County,AL
340,2014,6.741666667,Randolph County,AL
341,2015,5.908333333,Randolph County,AL
342,2010,10.35,Covington County,AL
343,2011,9.8,Covington County,AL
344,2012,8.366666667,Covington County,AL
345,2013,8.075,Covington County,AL
346,2014,7.758333333,Covington County,AL
347,2015,7.15,Covington County,AL
348,2010,10.33333333,Jefferson County,AL
349,2011,9.308333333,Jefferson County,AL
350,2012,7.441666667,Jefferson County,AL
351,2013,6.65,Jefferson County,AL
352,2014,6.266666667,Jefferson County,AL
353,2015,5.758333333,Jefferson County,AL
354,2010,9.658333333,Limestone County,AL
355,2011,8.608333333,Limestone County,AL
356,2012,6.883333333,Limestone County,AL
357,2013,6.241666667,Limestone County,AL
358,2014,6.083333333,Limestone County,AL
359,2015,5.483333333,Limestone County,AL
360,2010,10.15,St. Clair County,AL
361,2011,8.758333333,St. Clair County,AL
362,2012,6.866666667,St. Clair County,AL
363,2013,6.125,St. Clair County,AL
364,2014,5.766666667,St. Clair County,AL
365,2015,5.233333333,St. Clair County,AL
366,2010,13.51666667,Talladega County,AL
367,2011,11.625,Talladega County,AL
368,2012,9.375,Talladega County,AL
369,2013,8.591666667,Talladega County,AL
370,2014,7.766666667,Talladega County,AL
371,2015,6.55,Talladega County,AL
372,2010,10.1,Lauderdale County,AL
373,2011,9.133333333,Lauderdale County,AL
374,2012,7.658333333,Lauderdale County,AL
375,2013,7.116666667,Lauderdale County,AL
376,2014,7.183333333,Lauderdale County,AL
377,2015,6.941666667,Lauderdale County,AL
378,2010,9.991666667,Montgomery County,AL
379,2011,9.716666667,Montgomery County,AL
380,2012,8.066666667,Montgomery County,AL
381,2013,7.3,Montgomery County,AL
382,2014,6.85,Montgomery County,AL
383,2015,6.1,Montgomery County,AL
384,2010,13.10833333,Tallapoosa County,AL
385,2011,11.39166667,Tallapoosa County,AL
386,2012,8.633333333,Tallapoosa County,AL
387,2013,8.091666667,Tallapoosa County,AL
388,2014,7.5,Tallapoosa County,AL
389,2015,6.083333333,Tallapoosa County,AL
390,2010,9.216666667,Tuscaloosa County,AL
391,2011,8.308333333,Tuscaloosa County,AL
392,2012,6.983333333,Tuscaloosa County,AL
393,2013,6.341666667,Tuscaloosa County,AL
394,2014,5.908333333,Tuscaloosa County,AL
395,2015,5.45,Tuscaloosa County,AL
396,2010,14.225,Washington County,AL
397,2011,14.59166667,Washington County,AL
398,2012,11.94166667,Washington County,AL
399,2013,10.84166667,Washington County,AL
400,2014,9.591666667,Washington County,AL
401,2015,8.925,Washington County,AL
402,2010,8.575,Lee County,AR
403,2011,9.566666667,Lee County,AR
404,2012,9.475,Lee County,AR
405,2013,9.291666667,Lee County,AR
406,2014,7.566666667,Lee County,AR
407,2015,6.65,Lee County,AR
408,2010,10.98333333,Clay County,AR
409,2011,12.11666667,Clay County,AR
410,2012,10.96666667,Clay County,AR
411,2013,9.7,Clay County,AR
412,2014,7.825,Clay County,AR
413,2015,6.591666667,Clay County,AR
414,2010,10.90833333,Drew County,AR
415,2011,11.60833333,Drew County,AR
416,2012,10.66666667,Drew County,AR
417,2013,9.775,Drew County,AR
418,2014,8.425,Drew County,AR
419,2015,6.958333333,Drew County,AR
420,2010,9.158333333,Pike County,AR
421,2011,10.05833333,Pike County,AR
422,2012,9.083333333,Pike County,AR
423,2013,8.833333333,Pike County,AR
424,2014,7.341666667,Pike County,AR
425,2015,5.908333333,Pike County,AR
426,2010,7.45,Polk County,AR
427,2011,8.05,Polk County,AR
428,2012,7.433333333,Polk County,AR
429,2013,7.15,Polk County,AR
430,2014,6.258333333,Polk County,AR
431,2015,5.783333333,Polk County,AR
432,2010,7.808333333,Pope County,AR
433,2011,7.858333333,Pope County,AR
434,2012,7.275,Pope County,AR
435,2013,7.325,Pope County,AR
436,2014,6.25,Pope County,AR
437,2015,5.275,Pope County,AR
438,2010,8.1,Yell County,AR
439,2011,7.491666667,Yell County,AR
440,2012,6.733333333,Yell County,AR
441,2013,6.558333333,Yell County,AR
442,2014,5.625,Yell County,AR
443,2015,5.075,Yell County,AR
444,2010,7.825,Boone County,AR
445,2011,7.958333333,Boone County,AR
446,2012,7.625,Boone County,AR
447,2013,7.025,Boone County,AR
448,2014,5.983333333,Boone County,AR
449,2015,4.875,Boone County,AR
450,2010,8.575,Clark County,AR
451,2011,10.41666667,Clark County,AR
452,2012,10.08333333,Clark County,AR
453,2013,9,Clark County,AR
454,2014,6.958333333,Clark County,AR
455,2015,5.566666667,Clark County,AR
456,2010,8.3,Cross County,AR
457,2011,8.375,Cross County,AR
458,2012,7.941666667,Cross County,AR
459,2013,7.55,Cross County,AR
460,2014,6.341666667,Cross County,AR
461,2015,5.4,Cross County,AR
462,2010,11.15833333,Desha County,AR
463,2011,11.18333333,Desha County,AR
464,2012,9.9,Desha County,AR
465,2013,9.625,Desha County,AR
466,2014,8.066666667,Desha County,AR
467,2015,7.308333333,Desha County,AR
468,2010,7.083333333,Grant County,AR
469,2011,7.383333333,Grant County,AR
470,2012,6.8,Grant County,AR
471,2013,6.525,Grant County,AR
472,2014,5.458333333,Grant County,AR
473,2015,4.55,Grant County,AR
474,2010,10.08333333,Izard County,AR
475,2011,9.925,Izard County,AR
476,2012,8.791666667,Izard County,AR
477,2013,8.641666667,Izard County,AR
478,2014,7.525,Izard County,AR
479,2015,6.608333333,Izard County,AR
480,2010,8.583333333,Logan County,AR
481,2011,8.816666667,Logan County,AR
482,2012,7.975,Logan County,AR
483,2013,7.75,Logan County,AR
484,2014,5.975,Logan County,AR
485,2015,5.733333333,Logan County,AR
486,2010,8.908333333,Perry County,AR
487,2011,9.35,Perry County,AR
488,2012,9.066666667,Perry County,AR
489,2013,9.341666667,Perry County,AR
490,2014,7.725,Perry County,AR
491,2015,6.125,Perry County,AR
492,2010,7.108333333,Scott County,AR
493,2011,7.1,Scott County,AR
494,2012,6.716666667,Scott County,AR
495,2013,6.275,Scott County,AR
496,2014,5.016666667,Scott County,AR
497,2015,4.783333333,Scott County,AR
498,2010,9.808333333,Sharp County,AR
499,2011,10.73333333,Sharp County,AR
500,2012,10.14166667,Sharp County,AR
501,2013,9.716666667,Sharp County,AR
502,2014,8.416666667,Sharp County,AR
503,2015,6.883333333,Sharp County,AR
504,2010,7.625,Stone County,AR
505,2011,8.958333333,Stone County,AR
506,2012,8.241666667,Stone County,AR
507,2013,8.383333333,Stone County,AR
508,2014,7.625,Stone County,AR
509,2015,6.258333333,Stone County,AR
510,2010,11.30833333,Union County,AR
511,2011,10.53333333,Union County,AR
512,2012,9.225,Union County,AR
513,2013,8.583333333,Union County,AR
514,2014,7.383333333,Union County,AR
515,2015,6.125,Union County,AR
516,2010,8.258333333,White County,AR
517,2011,8.675,White County,AR
518,2012,7.85,White County,AR
519,2013,7.783333333,White County,AR
520,2014,7.033333333,White County,AR
521,2015,6.216666667,White County,AR
522,2010,10.06666667,Ashley County,AR
523,2011,11.19166667,Ashley County,AR
524,2012,12.23333333,Ashley County,AR
525,2013,10.85833333,Ashley County,AR
526,2014,9.233333333,Ashley County,AR
527,2015,7.725,Ashley County,AR
528,2010,9.383333333,Baxter County,AR
529,2011,9.283333333,Baxter County,AR
530,2012,8.416666667,Baxter County,AR
531,2013,8.033333333,Baxter County,AR
532,2014,6.683333333,Baxter County,AR
533,2015,5.475,Baxter County,AR
534,2010,6.633333333,Benton County,AR
535,2011,6.508333333,Benton County,AR
536,2012,6.016666667,Benton County,AR
537,2013,5.616666667,Benton County,AR
538,2014,4.608333333,Benton County,AR
539,2015,3.775,Benton County,AR
540,2010,12.34166667,Chicot County,AR
541,2011,13.15833333,Chicot County,AR
542,2012,11.35833333,Chicot County,AR
543,2013,11.59166667,Chicot County,AR
544,2014,10.45833333,Chicot County,AR
545,2015,9.041666667,Chicot County,AR
546,2010,9.675,Conway County,AR
547,2011,9.875,Conway County,AR
548,2012,9.208333333,Conway County,AR
549,2013,9.216666667,Conway County,AR
550,2014,7.133333333,Conway County,AR
551,2015,6.091666667,Conway County,AR
552,2010,12.34166667,Dallas County,AR
553,2011,12.45833333,Dallas County,AR
554,2012,11.51666667,Dallas County,AR
555,2013,10.84166667,Dallas County,AR
556,2014,9.3,Dallas County,AR
557,2015,7.2,Dallas County,AR
558,2010,7.85,Fulton County,AR
559,2011,7.75,Fulton County,AR
560,2012,7.175,Fulton County,AR
561,2013,6.908333333,Fulton County,AR
562,2014,5.775,Fulton County,AR
563,2015,5.175,Fulton County,AR
564,2010,9.741666667,Greene County,AR
565,2011,9.725,Greene County,AR
566,2012,8.666666667,Greene County,AR
567,2013,7.883333333,Greene County,AR
568,2014,6.333333333,Greene County,AR
569,2015,5.175,Greene County,AR
570,2010,7.766666667,Howard County,AR
571,2011,7.491666667,Howard County,AR
572,2012,6.691666667,Howard County,AR
573,2013,6.391666667,Howard County,AR
574,2014,5.841666667,Howard County,AR
575,2015,4.2,Howard County,AR
576,2010,6.775,Lonoke County,AR
577,2011,6.95,Lonoke County,AR
578,2012,6.341666667,Lonoke County,AR
579,2013,6.091666667,Lonoke County,AR
580,2014,5.091666667,Lonoke County,AR
581,2015,4.175,Lonoke County,AR
582,2010,10.15,Marion County,AR
583,2011,9.433333333,Marion County,AR
584,2012,8.241666667,Marion County,AR
585,2013,7.675,Marion County,AR
586,2014,6.266666667,Marion County,AR
587,2015,5.166666667,Marion County,AR
588,2010,5.825,Miller County,AR
589,2011,6.358333333,Miller County,AR
590,2012,5.958333333,Miller County,AR
591,2013,6.408333333,Miller County,AR
592,2014,5.825,Miller County,AR
593,2015,5,Miller County,AR
594,2010,9.25,Monroe County,AR
595,2011,9.516666667,Monroe County,AR
596,2012,9.05,Monroe County,AR
597,2013,8.766666667,Monroe County,AR
598,2014,6.725,Monroe County,AR
599,2015,6.041666667,Monroe County,AR
600,2010,10,Nevada County,AR
601,2011,9.466666667,Nevada County,AR
602,2012,7.775,Nevada County,AR
603,2013,7.7,Nevada County,AR
604,2014,6.025,Nevada County,AR
605,2015,5.008333333,Nevada County,AR
606,2010,6.925,Newton County,AR
607,2011,7.5,Newton County,AR
608,2012,7.316666667,Newton County,AR
609,2013,6.916666667,Newton County,AR
610,2014,5.833333333,Newton County,AR
611,2015,4.825,Newton County,AR
612,2010,6.683333333,Saline County,AR
613,2011,6.65,Saline County,AR
614,2012,6.108333333,Saline County,AR
615,2013,5.783333333,Saline County,AR
616,2014,4.833333333,Saline County,AR
617,2015,4.066666667,Saline County,AR
618,2010,9.208333333,Searcy County,AR
619,2011,9.175,Searcy County,AR
620,2012,8.2,Searcy County,AR
621,2013,7.95,Searcy County,AR
622,2014,6.366666667,Searcy County,AR
623,2015,5.633333333,Searcy County,AR
624,2010,7.041666667,Sevier County,AR
625,2011,9.216666667,Sevier County,AR
626,2012,8.766666667,Sevier County,AR
627,2013,8.325,Sevier County,AR
628,2014,6.983333333,Sevier County,AR
629,2015,6.1,Sevier County,AR
630,2010,10.79166667,Bradley County,AR
631,2011,12.53333333,Bradley County,AR
632,2012,11.075,Bradley County,AR
633,2013,9.816666667,Bradley County,AR
634,2014,8.375,Bradley County,AR
635,2015,6.058333333,Bradley County,AR
636,2010,8.783333333,Calhoun County,AR
637,2011,9.633333333,Calhoun County,AR
638,2012,9.1,Calhoun County,AR
639,2013,8.183333333,Calhoun County,AR
640,2014,6.583333333,Calhoun County,AR
641,2015,5.425,Calhoun County,AR
642,2010,7.375,Carroll County,AR
643,2011,7.241666667,Carroll County,AR
644,2012,6.325,Carroll County,AR
645,2013,5.991666667,Carroll County,AR
646,2014,5.183333333,Carroll County,AR
647,2015,4.583333333,Carroll County,AR
648,2010,8.466666667,Garland County,AR
649,2011,8.758333333,Garland County,AR
650,2012,7.908333333,Garland County,AR
651,2013,7.566666667,Garland County,AR
652,2014,6.316666667,Garland County,AR
653,2015,5.458333333,Garland County,AR
654,2010,11.85833333,Jackson County,AR
655,2011,11.6,Jackson County,AR
656,2012,10.75,Jackson County,AR
657,2013,10.85833333,Jackson County,AR
658,2014,9.191666667,Jackson County,AR
659,2015,7.508333333,Jackson County,AR
660,2010,8.258333333,Johnson County,AR
661,2011,7.891666667,Johnson County,AR
662,2012,7.358333333,Johnson County,AR
663,2013,7.633333333,Johnson County,AR
664,2014,6.533333333,Johnson County,AR
665,2015,5.766666667,Johnson County,AR
666,2010,9.383333333,Lincoln County,AR
667,2011,9.341666667,Lincoln County,AR
668,2012,8.733333333,Lincoln County,AR
669,2013,8.275,Lincoln County,AR
670,2014,7.075,Lincoln County,AR
671,2015,6.141666667,Lincoln County,AR
672,2010,7.091666667,Madison County,AR
673,2011,6.775,Madison County,AR
674,2012,5.85,Madison County,AR
675,2013,5.775,Madison County,AR
676,2014,4.825,Madison County,AR
677,2015,3.841666667,Madison County,AR
678,2010,9.225,Prairie County,AR
679,2011,8.658333333,Prairie County,AR
680,2012,7.55,Prairie County,AR
681,2013,7.041666667,Prairie County,AR
682,2014,5.75,Prairie County,AR
683,2015,4.7,Prairie County,AR
684,2010,7.3,Pulaski County,AR
685,2011,7.458333333,Pulaski County,AR
686,2012,6.85,Pulaski County,AR
687,2013,6.5,Pulaski County,AR
688,2014,5.491666667,Pulaski County,AR
689,2015,4.575,Pulaski County,AR
690,2010,18.6,Arkansas County,AR
691,2011,12.175,Arkansas County,AR
692,2012,8.758333333,Arkansas County,AR
693,2013,7.333333333,Arkansas County,AR
694,2014,5.375,Arkansas County,AR
695,2015,4.175,Arkansas County,AR
696,2010,8.633333333,Cleburne County,AR
697,2011,9.216666667,Cleburne County,AR
698,2012,8.533333333,Cleburne County,AR
699,2013,8.525,Cleburne County,AR
700,2014,8.266666667,Cleburne County,AR
701,2015,6.933333333,Cleburne County,AR
702,2010,9.983333333,Columbia County,AR
703,2011,10.00833333,Columbia County,AR
704,2012,9.008333333,Columbia County,AR
705,2013,8.766666667,Columbia County,AR
706,2014,7.15,Columbia County,AR
707,2015,6.533333333,Columbia County,AR
708,2010,8.233333333,Crawford County,AR
709,2011,8.858333333,Crawford County,AR
710,2012,7.958333333,Crawford County,AR
711,2013,7.633333333,Crawford County,AR
712,2014,5.975,Crawford County,AR
713,2015,5.2,Crawford County,AR
714,2010,7.241666667,Faulkner County,AR
715,2011,7.191666667,Faulkner County,AR
716,2012,6.608333333,Faulkner County,AR
717,2013,6.483333333,Faulkner County,AR
718,2014,5.541666667,Faulkner County,AR
719,2015,4.666666667,Faulkner County,AR
720,2010,7.733333333,Franklin County,AR
721,2011,7.675,Franklin County,AR
722,2012,7.083333333,Franklin County,AR
723,2013,6.841666667,Franklin County,AR
724,2014,5.658333333,Franklin County,AR
725,2015,4.925,Franklin County,AR
726,2010,9.508333333,Lawrence County,AR
727,2011,9.9,Lawrence County,AR
728,2012,9.1,Lawrence County,AR
729,2013,8.866666667,Lawrence County,AR
730,2014,7.225,Lawrence County,AR
731,2015,6.008333333,Lawrence County,AR
732,2010,9.566666667,Ouachita County,AR
733,2011,10.53333333,Ouachita County,AR
734,2012,10.49166667,Ouachita County,AR
735,2013,9.666666667,Ouachita County,AR
736,2014,7.958333333,Ouachita County,AR
737,2015,6.325,Ouachita County,AR
738,2010,10.54166667,Phillips County,AR
739,2011,12.125,Phillips County,AR
740,2012,11.575,Phillips County,AR
741,2013,11.35,Phillips County,AR
742,2014,9.575,Phillips County,AR
743,2015,7.558333333,Phillips County,AR
744,2010,9.325,Poinsett County,AR
745,2011,9.55,Poinsett County,AR
746,2012,8.666666667,Poinsett County,AR
747,2013,8.458333333,Poinsett County,AR
748,2014,6.908333333,Poinsett County,AR
749,2015,5.583333333,Poinsett County,AR
750,2010,10.25833333,Randolph County,AR
751,2011,11.28333333,Randolph County,AR
752,2012,10.80833333,Randolph County,AR
753,2013,9.508333333,Randolph County,AR
754,2014,7.9,Randolph County,AR
755,2015,7.125,Randolph County,AR
756,2010,10.44166667,Woodruff County,AR
757,2011,10.96666667,Woodruff County,AR
758,2012,10.18333333,Woodruff County,AR
759,2013,9.483333333,Woodruff County,AR
760,2014,7.583333333,Woodruff County,AR
761,2015,6.383333333,Woodruff County,AR
762,2010,8.408333333,Cleveland County,AR
763,2011,8.525,Cleveland County,AR
764,2012,7.35,Cleveland County,AR
765,2013,7.558333333,Cleveland County,AR
766,2014,6.791666667,Cleveland County,AR
767,2015,5.641666667,Cleveland County,AR
768,2010,7.433333333,Craighead County,AR
769,2011,7.375,Craighead County,AR
770,2012,6.866666667,Craighead County,AR
771,2013,6.541666667,Craighead County,AR
772,2014,5.433333333,Craighead County,AR
773,2015,4.433333333,Craighead County,AR
774,2010,9.283333333,Hempstead County,AR
775,2011,8.85,Hempstead County,AR
776,2012,7.291666667,Hempstead County,AR
777,2013,7.241666667,Hempstead County,AR
778,2014,5.975,Hempstead County,AR
779,2015,4.941666667,Hempstead County,AR
780,2010,10.40833333,Jefferson County,AR
781,2011,11.13333333,Jefferson County,AR
782,2012,9.966666667,Jefferson County,AR
783,2013,10.30833333,Jefferson County,AR
784,2014,8.725,Jefferson County,AR
785,2015,7.041666667,Jefferson County,AR
786,2010,9.866666667,Lafayette County,AR
787,2011,9.658333333,Lafayette County,AR
788,2012,9.5,Lafayette County,AR
789,2013,9.616666667,Lafayette County,AR
790,2014,7.8,Lafayette County,AR
791,2015,7.6,Lafayette County,AR
792,2010,8.05,Sebastian County,AR
793,2011,8.641666667,Sebastian County,AR
794,2012,7.841666667,Sebastian County,AR
795,2013,7.458333333,Sebastian County,AR
796,2014,5.675,Sebastian County,AR
797,2015,4.791666667,Sebastian County,AR
798,2010,11.19166667,Van Buren County,AR
799,2011,11.06666667,Van Buren County,AR
800,2012,10.14166667,Van Buren County,AR
801,2013,9.691666667,Van Buren County,AR
802,2014,8.083333333,Van Buren County,AR
803,2015,6.7,Van Buren County,AR
804,2010,10.45,Crittenden County,AR
805,2011,10.90833333,Crittenden County,AR
806,2012,9.558333333,Crittenden County,AR
807,2013,8.366666667,Crittenden County,AR
808,2014,7.375,Crittenden County,AR
809,2015,6.175,Crittenden County,AR
810,2010,8.591666667,Hot Spring County,AR
811,2011,8.316666667,Hot Spring County,AR
812,2012,7.191666667,Hot Spring County,AR
813,2013,7.266666667,Hot Spring County,AR
814,2014,5.758333333,Hot Spring County,AR
815,2015,5.041666667,Hot Spring County,AR
816,2010,8.808333333,Montgomery County,AR
817,2011,9.291666667,Montgomery County,AR
818,2012,8.491666667,Montgomery County,AR
819,2013,8.416666667,Montgomery County,AR
820,2014,7.983333333,Montgomery County,AR
821,2015,6.8,Montgomery County,AR
822,2010,6.516666667,Washington County,AR
823,2011,6.3,Washington County,AR
824,2012,5.616666667,Washington County,AR
825,2013,5.358333333,Washington County,AR
826,2014,4.366666667,Washington County,AR
827,2015,3.533333333,Washington County,AR
828,2010,12.51666667,Mississippi County,AR
829,2011,12.05833333,Mississippi County,AR
830,2012,10.96666667,Mississippi County,AR
831,2013,11.30833333,Mississippi County,AR
832,2014,9.2,Mississippi County,AR
833,2015,8.966666667,Mississippi County,AR
834,2010,10.65833333,St. Francis County,AR
835,2011,11.15,St. Francis County,AR
836,2012,10.81666667,St. Francis County,AR
837,2013,10.39166667,St. Francis County,AR
838,2014,8.691666667,St. Francis County,AR
839,2015,7.225,St. Francis County,AR
840,2010,8.783333333,Independence County,AR
841,2011,9.341666667,Independence County,AR
842,2012,9.225,Independence County,AR
843,2013,9,Independence County,AR
844,2014,7.766666667,Independence County,AR
845,2015,6.441666667,Independence County,AR
846,2010,7.75,Little River County,AR
847,2011,7.833333333,Little River County,AR
848,2012,7.283333333,Little River County,AR
849,2013,7.575,Little River County,AR
850,2014,6.525,Little River County,AR
851,2015,5.458333333,Little River County,AR
852,2010,12.525,Gila County,AZ
853,2011,11.575,Gila County,AZ
854,2012,10.20833333,Gila County,AZ
855,2013,9.633333333,Gila County,AZ
856,2014,8.3,Gila County,AZ
857,2015,7.875,Gila County,AZ
858,2010,9.308333333,Pima County,AZ
859,2011,8.483333333,Pima County,AZ
860,2012,7.35,Pima County,AZ
861,2013,6.75,Pima County,AZ
862,2014,6.033333333,Pima County,AZ
863,2015,5.475,Pima County,AZ
864,2010,25.025,Yuma County,AZ
