Year,State,County,Average Number Unemployed,Average Percent Unemployed,Number of Crimes,Total Labor Force,Corrdinates
2015,AL,Winston,706.25,7.516666667000001,286,9375.166667,"(34.1690087, -87.3413599)"
2010,AL,Chambers,2199.75,14.925,2894,14754.16667,"(32.9028048, -85.35496499999999)"
2011,AL,Chambers,1819.75,11.96666667,3264,15199.25,"(32.9028048, -85.35496499999999)"
2012,AL,Chambers,1493.666667,9.866666667,3079,15140.0,"(32.9028048, -85.35496499999999)"
2013,AL,Chambers,1217.166667,7.966666667,2933,15275.08333,"(32.9028048, -85.35496499999999)"
2014,AL,Chambers,1025.416667,6.683333332999999,2797,15307.58333,"(32.9028048, -85.35496499999999)"
2015,AL,Chambers,905.5833332999997,6.058333332999999,2597,14974.75,"(32.9028048, -85.35496499999999)"
2010,AL,Cherokee,1218.833333,10.64166667,1550,11464.0,"(34.1665322, -85.684578)"
2011,AL,Cherokee,1111.5,9.666666667000001,2307,11475.33333,"(34.1665322, -85.684578)"
2012,AL,Cherokee,904.75,8.033333333,2258,11267.83333,"(34.1665322, -85.684578)"
2013,AL,Cherokee,754.1666667000002,6.6,2147,11403.41667,"(34.1665322, -85.684578)"
2014,AL,Cherokee,660.8333332999998,5.808333332999999,1700,11389.75,"(34.1665322, -85.684578)"
2015,AL,Cherokee,608.75,5.475,1456,11157.66667,"(34.1665322, -85.684578)"
2010,AL,Cleburne,604.0,10.025,616,6033.083333,"(33.6261707, -85.52002399999999)"
2011,AL,Cleburne,574.3333332999998,9.691666667,322,5939.166667,"(33.6261707, -85.52002399999999)"
2012,AL,Cleburne,479.58333330000005,8.216666667,534,5837.666667,"(33.6261707, -85.52002399999999)"
2013,AL,Cleburne,446.9166667,7.65,412,5830.333333,"(33.6261707, -85.52002399999999)"
2014,AL,Cleburne,386.1666667,6.6,600,5855.5,"(33.6261707, -85.52002399999999)"
2015,AL,Cleburne,342.25,6.025,365,5677.583333,"(33.6261707, -85.52002399999999)"
2010,AL,Crenshaw,638.75,10.19166667,346,6284.5,"(31.6671872, -86.3376761)"
2011,AL,Crenshaw,633.8333332999998,9.85,590,6432.25,"(31.6671872, -86.3376761)"
2012,AL,Crenshaw,519.4166667,8.3,538,6251.583333,"(31.6671872, -86.3376761)"
2013,AL,Crenshaw,482.6666667,7.65,585,6310.916667,"(31.6671872, -86.3376761)"
2014,AL,Crenshaw,436.5,6.958333333,560,6300.75,"(31.6671872, -86.3376761)"
2015,AL,Crenshaw,380.5,6.0,610,6354.083333,"(31.6671872, -86.3376761)"
2010,AL,Escambia,1769.0833329999996,11.8,2020,15006.58333,"(31.1394734, -87.14228949999999)"
2011,AL,Escambia,1623.0,10.825,2871,14977.58333,"(31.1394734, -87.14228949999999)"
2012,AL,Escambia,1358.166667,9.208333332999999,2792,14732.08333,"(31.1394734, -87.14228949999999)"
2013,AL,Escambia,1227.333333,8.583333332999999,1716,14292.0,"(31.1394734, -87.14228949999999)"
2014,AL,Escambia,1149.25,7.991666667,1850,14369.41667,"(31.1394734, -87.14228949999999)"
2015,AL,Escambia,1026.0,7.041666667,1719,14597.25,"(31.1394734, -87.14228949999999)"
2010,AL,Franklin,1530.75,10.76666667,1176,14255.08333,"(34.3967457, -87.6186379)"
2011,AL,Franklin,1375.5,9.558333333,1754,14361.58333,"(34.3967457, -87.6186379)"
2012,AL,Franklin,1169.916667,8.366666667,1792,13975.91667,"(34.3967457, -87.6186379)"
2013,AL,Franklin,1099.75,8.05,1586,13678.16667,"(34.3967457, -87.6186379)"
2014,AL,Franklin,1060.416667,7.716666667,1750,13718.75,"(34.3967457, -87.6186379)"
2015,AL,Franklin,878.6666667000003,6.433333332999999,1658,13660.33333,"(34.3967457, -87.6186379)"
2010,AL,Lawrence,1877.0,12.60833333,292,14901.25,"(34.567428, -87.30161319999999)"
2011,AL,Lawrence,1610.666667,10.88333333,1444,14787.33333,"(34.567428, -87.30161319999999)"
2012,AL,Lawrence,1297.083333,9.008333333,1419,14390.91667,"(34.567428, -87.30161319999999)"
2013,AL,Lawrence,1189.25,8.316666667,1317,14282.0,"(34.567428, -87.30161319999999)"
2014,AL,Lawrence,1152.916667,8.208333332999999,1221,14025.41667,"(34.567428, -87.30161319999999)"
2015,AL,Lawrence,1056.5,7.725,933,13672.41667,"(34.567428, -87.30161319999999)"
2010,AL,Marshall,3997.333333,9.616666667,3950,41636.91667,"(34.3652297, -86.3376761)"
2011,AL,Marshall,3869.166667,9.425,5647,41085.58333,"(34.3652297, -86.3376761)"
2012,AL,Marshall,3163.166667,7.775,3593,40685.91667,"(34.3652297, -86.3376761)"
2013,AL,Marshall,2772.583333,6.825,3877,40613.41667,"(34.3652297, -86.3376761)"
2014,AL,Marshall,2660.916667,6.666666667,4113,39914.83333,"(34.3652297, -86.3376761)"
2015,AL,Marshall,2333.0,5.791666667,3776,40382.33333,"(34.3652297, -86.3376761)"
2010,AL,Randolph,1296.416667,13.38333333,901,9706.583333,"(33.2681523, -85.52002399999999)"
2011,AL,Randolph,1073.083333,11.35833333,1293,9446.666667,"(33.2681523, -85.52002399999999)"
2012,AL,Randolph,838.5833332999998,9.175,1482,9142.916667,"(33.2681523, -85.52002399999999)"
2013,AL,Randolph,713.5833332999998,7.75,838,9211.333333,"(33.2681523, -85.52002399999999)"
2014,AL,Randolph,624.0,6.7416666670000005,722,9277.333333,"(33.2681523, -85.52002399999999)"
2015,AL,Randolph,556.9166667000002,5.908333333,706,9432.833333,"(33.2681523, -85.52002399999999)"
2010,AL,Covington,1695.9166670000004,10.35,1719,16417.33333,"(31.3066438, -86.49965460000001)"
2011,AL,Covington,1603.0,9.8,1874,16367.33333,"(31.3066438, -86.49965460000001)"
2012,AL,Covington,1366.666667,8.366666667,2068,16344.41667,"(31.3066438, -86.49965460000001)"
2013,AL,Covington,1297.583333,8.075,2403,16065.25,"(31.3066438, -86.49965460000001)"
2014,AL,Covington,1236.416667,7.758333332999999,1186,15915.66667,"(31.3066438, -86.49965460000001)"
2015,AL,Covington,1104.083333,7.15,2219,15457.0,"(31.3066438, -86.49965460000001)"
2010,AL,Jefferson,32892.5,10.33333333,32317,318519.5833,"(33.4914122, -86.9824288)"
2011,AL,Jefferson,29735.58333,9.308333333,31397,319651.9167,"(33.4914122, -86.9824288)"
2012,AL,Jefferson,23490.91667,7.441666667000001,30430,316511.0833,"(33.4914122, -86.9824288)"
2013,AL,Jefferson,20978.75,6.65,28853,315404.8333,"(33.4914122, -86.9824288)"
2014,AL,Jefferson,19626.33333,6.266666667000001,25162,312247.5,"(33.4914122, -86.9824288)"
2015,AL,Jefferson,17924.58333,5.758333333,26021,310882.75,"(33.4914122, -86.9824288)"
2010,AL,Limestone,3695.5,9.658333333,2816,38320.75,"(34.78000720000001, -86.9423801)"
2011,AL,Limestone,3358.75,8.608333333,2136,38989.83333,"(34.78000720000001, -86.9423801)"
2012,AL,Limestone,2678.5,6.883333333,3068,38989.58333,"(34.78000720000001, -86.9423801)"
2013,AL,Limestone,2465.916667,6.2416666670000005,3356,39434.66667,"(34.78000720000001, -86.9423801)"
2014,AL,Limestone,2414.0,6.083333333,2901,39591.16667,"(34.78000720000001, -86.9423801)"
2015,AL,Limestone,2191.25,5.483333332999999,2575,39948.58333,"(34.78000720000001, -86.9423801)"
2010,AL,Talladega,4739.75,13.51666667,6343,35128.33333,"(33.4231716, -86.1344697)"
2011,AL,Talladega,4101.083333,11.625,7114,35293.5,"(33.4231716, -86.1344697)"
2012,AL,Talladega,3282.083333,9.375,6960,35012.83333,"(33.4231716, -86.1344697)"
2013,AL,Talladega,3070.75,8.591666667,7126,35771.0,"(33.4231716, -86.1344697)"
2014,AL,Talladega,2747.833333,7.766666667000001,6724,35399.25,"(33.4231716, -86.1344697)"
2015,AL,Talladega,2309.5,6.55,6979,35133.08333,"(33.4231716, -86.1344697)"
2010,AL,Lauderdale,4402.666667,10.1,4801,43596.0,"(34.8840876, -87.658113)"
2011,AL,Lauderdale,4021.583333,9.133333333,4158,44047.16667,"(34.8840876, -87.658113)"
2012,AL,Lauderdale,3324.75,7.658333333,5072,43409.0,"(34.8840876, -87.658113)"
2013,AL,Lauderdale,3066.75,7.1166666670000005,4947,43149.41667,"(34.8840876, -87.658113)"
2014,AL,Lauderdale,3126.833333,7.183333332999999,4426,43488.66667,"(34.8840876, -87.658113)"
2015,AL,Lauderdale,2961.583333,6.941666667000001,4282,42648.08333,"(34.8840876, -87.658113)"
2010,AL,Montgomery,10861.16667,9.991666667,25130,108753.0,"(32.2077447, -86.17517590000001)"
2011,AL,Montgomery,10600.83333,9.716666667,24355,109091.5833,"(32.2077447, -86.17517590000001)"
2012,AL,Montgomery,8654.166667,8.066666667,27142,107320.4167,"(32.2077447, -86.17517590000001)"
2013,AL,Montgomery,7747.083333,7.3,18593,106360.1667,"(32.2077447, -86.17517590000001)"
2014,AL,Montgomery,7203.666667,6.85,20698,105041.6667,"(32.2077447, -86.17517590000001)"
2015,AL,Montgomery,6407.916667,6.1,19258,105051.3333,"(32.2077447, -86.17517590000001)"
2010,AL,Tallapoosa,2499.833333,13.10833333,2456,19078.66667,"(32.9201244, -85.84862360000001)"
2011,AL,Tallapoosa,2096.833333,11.39166667,2674,18362.5,"(32.9201244, -85.84862360000001)"
2012,AL,Tallapoosa,1591.0,8.633333333,2474,18440.5,"(32.9201244, -85.84862360000001)"
2013,AL,Tallapoosa,1489.75,8.091666667,2420,18398.5,"(32.9201244, -85.84862360000001)"
2014,AL,Tallapoosa,1382.666667,7.5,2314,18423.58333,"(32.9201244, -85.84862360000001)"
2015,AL,Tallapoosa,1141.916667,6.083333333,2472,18739.41667,"(32.9201244, -85.84862360000001)"
2010,AL,Tuscaloosa,8642.0,9.216666667,17670,93915.41667,"(33.3227653, -87.460397)"
2011,AL,Tuscaloosa,7931.416667,8.308333333,15896,95463.75,"(33.3227653, -87.460397)"
2012,AL,Tuscaloosa,6656.5,6.983333332999999,16182,95339.0,"(33.3227653, -87.460397)"
2013,AL,Tuscaloosa,6076.083333,6.341666667,16083,95678.25,"(33.3227653, -87.460397)"
2014,AL,Tuscaloosa,5732.5,5.908333333,15627,97091.58333,"(33.3227653, -87.460397)"
2015,AL,Tuscaloosa,5384.916667,5.45,15115,98867.08333,"(33.3227653, -87.460397)"
2010,AL,Washington,1049.75,14.225,420,7384.333333,"(31.3422346, -88.24611829999999)"
2011,AL,Washington,1036.166667,14.59166667,556,7106.166667,"(31.3422346, -88.24611829999999)"
2012,AL,Washington,820.75,11.94166667,572,6874.833333,"(31.3422346, -88.24611829999999)"
2013,AL,Washington,728.9166667000002,10.84166667,500,6713.583333,"(31.3422346, -88.24611829999999)"
2014,AL,Washington,638.8333332999998,9.591666667,333,6655.916667,"(31.3422346, -88.24611829999999)"
2015,AL,Washington,597.0,8.925,477,6699.333333,"(31.3422346, -88.24611829999999)"
2010,AR,Lee,316.75,8.575,542,3703.333333,"(34.7712669, -90.8294002)"
2011,AR,Lee,351.9166667,9.566666667,438,3678.333333,"(34.7712669, -90.8294002)"
2012,AR,Lee,334.0833333,9.475,546,3520.916667,"(34.7712669, -90.8294002)"
2013,AR,Lee,308.1666667,9.291666667000001,534,3312.916667,"(34.7712669, -90.8294002)"
2014,AR,Lee,246.4166667,7.566666667000001,368,3252.416667,"(34.7712669, -90.8294002)"
2015,AR,Lee,211.9166667,6.65,526,3180.0,"(34.7712669, -90.8294002)"
2010,AR,Clay,819.5833332999998,10.98333333,296,7478.583333,"(36.3492244, -90.37483540000001)"
2011,AR,Clay,885.4166667000003,12.11666667,460,7304.25,"(36.3492244, -90.37483540000001)"
2012,AR,Clay,753.8333332999998,10.96666667,401,6868.333333,"(36.3492244, -90.37483540000001)"
2013,AR,Clay,635.0833332999998,9.7,583,6529.833333,"(36.3492244, -90.37483540000001)"
2014,AR,Clay,501.08333330000005,7.825,358,6413.666667,"(36.3492244, -90.37483540000001)"
2015,AR,Clay,415.1666667,6.591666667,301,6296.75,"(36.3492244, -90.37483540000001)"
2010,AR,Drew,934.6666667000003,10.90833333,1174,8567.666667,"(33.5156463, -91.7538817)"
2011,AR,Drew,1004.666667,11.60833333,1418,8655.583333,"(33.5156463, -91.7538817)"
2012,AR,Drew,892.4166667000003,10.66666667,1332,8369.75,"(33.5156463, -91.7538817)"
2013,AR,Drew,799.25,9.775,1540,8168.916667,"(33.5156463, -91.7538817)"
2014,AR,Drew,671.8333332999998,8.425,1254,7984.666667,"(33.5156463, -91.7538817)"
2015,AR,Drew,552.0833332999998,6.958333333,1034,7926.5,"(33.5156463, -91.7538817)"
2010,AR,Pike,442.75,9.158333333,130,4843.083333,"(34.1876975, -93.66232389999999)"
2011,AR,Pike,468.4166667,10.05833333,113,4654.25,"(34.1876975, -93.66232389999999)"
2012,AR,Pike,396.9166667,9.083333332999999,98,4365.583333,"(34.1876975, -93.66232389999999)"
2013,AR,Pike,371.0833333,8.833333332999999,158,4201.583333,"(34.1876975, -93.66232389999999)"
2014,AR,Pike,308.5,7.341666667,204,4206.416667,"(34.1876975, -93.66232389999999)"
2015,AR,Pike,246.25,5.908333333,246,4168.666667,"(34.1876975, -93.66232389999999)"
2010,AR,Polk,669.6666667000002,7.45,1110,8980.75,"(34.5268097, -94.15137639999999)"
2011,AR,Polk,721.25,8.05,1099,8946.833333,"(34.5268097, -94.15137639999999)"
2012,AR,Polk,646.5833332999998,7.433333332999999,1298,8700.916667,"(34.5268097, -94.15137639999999)"
2013,AR,Polk,605.3333332999998,7.15,1142,8455.416667,"(34.5268097, -94.15137639999999)"
2014,AR,Polk,528.75,6.258333333,1070,8456.583333,"(34.5268097, -94.15137639999999)"
2015,AR,Polk,480.25,5.783333333,857,8295.0,"(34.5268097, -94.15137639999999)"
2010,AR,Pope,2347.916667,7.808333332999999,3872,30053.66667,"(35.440627, -93.0175712)"
2011,AR,Pope,2392.0,7.858333332999999,3936,30516.66667,"(35.440627, -93.0175712)"
2012,AR,Pope,2183.666667,7.275,4075,29998.91667,"(35.440627, -93.0175712)"
2013,AR,Pope,2170.916667,7.325,3908,29650.16667,"(35.440627, -93.0175712)"
2014,AR,Pope,1850.833333,6.25,4328,29614.58333,"(35.440627, -93.0175712)"
2015,AR,Pope,1565.75,5.275,3908,29676.08333,"(35.440627, -93.0175712)"
2010,AR,Yell,786.25,8.1,639,9714.333333,"(35.0810824, -93.33889169999999)"
2011,AR,Yell,718.5833332999998,7.491666667,1035,9605.0,"(35.0810824, -93.33889169999999)"
2012,AR,Yell,623.9166667000002,6.733333332999999,1042,9265.666667,"(35.0810824, -93.33889169999999)"
2013,AR,Yell,594.0,6.558333332999999,1164,9065.416667,"(35.0810824, -93.33889169999999)"
2014,AR,Yell,508.25,5.625,1027,9035.833333,"(35.0810824, -93.33889169999999)"
2015,AR,Yell,454.5,5.075,823,8940.333333,"(35.0810824, -93.33889169999999)"
2010,AR,Boone,1293.333333,7.825,1844,16519.08333,"(36.3118662, -93.0175712)"
2011,AR,Boone,1329.75,7.958333333,2162,16696.83333,"(36.3118662, -93.0175712)"
2012,AR,Boone,1258.75,7.625,2473,16522.25,"(36.3118662, -93.0175712)"
2013,AR,Boone,1125.666667,7.025,2321,16047.33333,"(36.3118662, -93.0175712)"
2014,AR,Boone,936.8333332999997,5.983333332999999,2369,15663.75,"(36.3118662, -93.0175712)"
2015,AR,Boone,772.25,4.875,2883,15844.08333,"(36.3118662, -93.0175712)"
2010,AR,Clark,874.9166667000003,8.575,1614,10211.91667,"(34.0232374, -93.17796589999999)"
2011,AR,Clark,1074.25,10.41666667,1529,10335.33333,"(34.0232374, -93.17796589999999)"
2012,AR,Clark,1021.75,10.08333333,1585,10139.41667,"(34.0232374, -93.17796589999999)"
2013,AR,Clark,893.0,9.0,1288,9922.833333,"(34.0232374, -93.17796589999999)"
2014,AR,Clark,662.6666667000002,6.958333333,1145,9521.5,"(34.0232374, -93.17796589999999)"
2015,AR,Clark,524.5833333,5.566666667000001,1260,9452.666667,"(34.0232374, -93.17796589999999)"
2010,AR,Cross,715.1666667000002,8.3,855,8618.5,"(35.2998913, -90.8294002)"
2011,AR,Cross,739.75,8.375,873,8832.0,"(35.2998913, -90.8294002)"
2012,AR,Cross,677.4166667000002,7.941666667000001,1011,8531.833333,"(35.2998913, -90.8294002)"
2013,AR,Cross,620.9166667000002,7.55,1440,8207.083333,"(35.2998913, -90.8294002)"
2014,AR,Cross,514.0833333,6.341666667,1688,8097.916667,"(35.2998913, -90.8294002)"
2015,AR,Cross,437.6666667,5.4,1492,8100.333333,"(35.2998913, -90.8294002)"
2010,AR,Desha,654.5,11.15833333,826,5883.666667,"(33.8773585, -91.44346900000001)"
2011,AR,Desha,686.5833332999998,11.18333333,666,6150.25,"(33.8773585, -91.44346900000001)"
2012,AR,Desha,587.25,9.9,695,5930.25,"(33.8773585, -91.44346900000001)"
2013,AR,Desha,543.75,9.625,668,5643.333333,"(33.8773585, -91.44346900000001)"
2014,AR,Desha,447.75,8.066666667,627,5552.166667,"(33.8773585, -91.44346900000001)"
2015,AR,Desha,405.0,7.308333332999999,514,5546.583333,"(33.8773585, -91.44346900000001)"
2010,AR,Grant,606.5,7.083333333,782,8566.916667,"(34.2628015, -92.4208713)"
2011,AR,Grant,631.6666667000002,7.383333332999999,697,8559.666667,"(34.2628015, -92.4208713)"
2012,AR,Grant,572.6666667000002,6.8,872,8424.25,"(34.2628015, -92.4208713)"
2013,AR,Grant,539.9166667000002,6.525,886,8272.75,"(34.2628015, -92.4208713)"
2014,AR,Grant,448.08333330000005,5.458333333,785,8221.916667,"(34.2628015, -92.4208713)"
2015,AR,Grant,375.0833333,4.55,859,8258.416667,"(34.2628015, -92.4208713)"
2010,AR,Izard,517.3333333,10.08333333,266,5139.25,"(36.1610924, -91.9099238)"
2011,AR,Izard,518.8333333,9.925,377,5232.25,"(36.1610924, -91.9099238)"
2012,AR,Izard,453.75,8.791666667000001,701,5162.416667,"(36.1610924, -91.9099238)"
2013,AR,Izard,431.83333330000005,8.641666667,555,5002.0,"(36.1610924, -91.9099238)"
2014,AR,Izard,369.5,7.525,717,4916.416667,"(36.1610924, -91.9099238)"
2015,AR,Izard,328.8333333,6.608333332999999,573,4978.666667,"(36.1610924, -91.9099238)"
2010,AR,Logan,841.0833332999997,8.583333332999999,1130,9804.75,"(35.2475011, -93.66232389999999)"
2011,AR,Logan,850.75,8.816666667,1371,9640.416667,"(35.2475011, -93.66232389999999)"
2012,AR,Logan,768.5833332999998,7.975,1087,9626.166667,"(35.2475011, -93.66232389999999)"
2013,AR,Logan,718.1666667000002,7.75,1494,9247.75,"(35.2475011, -93.66232389999999)"
2014,AR,Logan,541.8333332999998,5.975,734,9078.916667,"(35.2475011, -93.66232389999999)"
2015,AR,Logan,526.0833333,5.733333332999999,1228,9161.833333,"(35.2475011, -93.66232389999999)"
2010,AR,Perry,406.25,8.908333333,215,4560.333333,"(34.96032, -92.8976254)"
2011,AR,Perry,422.08333330000005,9.35,444,4520.25,"(34.96032, -92.8976254)"
2012,AR,Perry,400.5,9.066666667,402,4415.0,"(34.96032, -92.8976254)"
2013,AR,Perry,407.9166667,9.341666667,596,4364.333333,"(34.96032, -92.8976254)"
2014,AR,Perry,326.4166667,7.725,604,4231.166667,"(34.96032, -92.8976254)"
2015,AR,Perry,256.9166667,6.125,555,4200.583333,"(34.96032, -92.8976254)"
2010,AR,Scott,335.3333333,7.108333332999999,547,4720.916667,"(34.8854732, -93.9878427)"
2011,AR,Scott,343.25,7.1,620,4832.583333,"(34.8854732, -93.9878427)"
2012,AR,Scott,312.25,6.716666667,725,4647.583333,"(34.8854732, -93.9878427)"
2013,AR,Scott,288.1666667,6.275,693,4590.833333,"(34.8854732, -93.9878427)"
2014,AR,Scott,228.3333333,5.016666667,530,4543.0,"(34.8854732, -93.9878427)"
2015,AR,Scott,215.0,4.783333333,550,4485.583333,"(34.8854732, -93.9878427)"
2010,AR,Sharp,618.5,9.808333333,18,6308.083333,"(36.16759740000001, -91.44346900000001)"
2011,AR,Sharp,674.9166667000002,10.73333333,32,6294.083333,"(36.16759740000001, -91.44346900000001)"
2012,AR,Sharp,619.3333332999998,10.14166667,53,6105.416667,"(36.16759740000001, -91.44346900000001)"
2013,AR,Sharp,585.5833332999998,9.716666667,14,6018.833333,"(36.16759740000001, -91.44346900000001)"
2014,AR,Sharp,503.75,8.416666667000001,12,5968.416667,"(36.16759740000001, -91.44346900000001)"
2015,AR,Sharp,413.25,6.883333333,42,6003.916667,"(36.16759740000001, -91.44346900000001)"
2010,AR,Stone,419.0,7.625,397,5521.666667,"(35.8075142, -92.2236667)"
2011,AR,Stone,483.08333330000005,8.958333332999999,453,5402.5,"(35.8075142, -92.2236667)"
2012,AR,Stone,416.1666667,8.241666667,484,5051.666667,"(35.8075142, -92.2236667)"
2013,AR,Stone,402.6666667,8.383333333,767,4802.166667,"(35.8075142, -92.2236667)"
2014,AR,Stone,357.75,7.625,596,4700.916667,"(35.8075142, -92.2236667)"
2015,AR,Stone,293.75,6.258333333,535,4704.916667,"(35.8075142, -92.2236667)"
2010,AR,Union,1942.083333,11.30833333,3400,17164.41667,"(33.1431092, -92.539603)"
2011,AR,Union,1790.1666670000004,10.53333333,3691,16976.91667,"(33.1431092, -92.539603)"
2012,AR,Union,1544.333333,9.225,3271,16755.75,"(33.1431092, -92.539603)"
2013,AR,Union,1426.25,8.583333332999999,3209,16600.25,"(33.1431092, -92.539603)"
2014,AR,Union,1224.333333,7.383333332999999,2988,16579.58333,"(33.1431092, -92.539603)"
2015,AR,Union,1033.5,6.125,3005,16870.16667,"(33.1431092, -92.539603)"
2010,AR,White,3004.5,8.258333333,5579,36441.75,"(35.2900612, -91.7538817)"
2011,AR,White,3188.25,8.675,5643,36767.83333,"(35.2900612, -91.7538817)"
2012,AR,White,2850.25,7.85,4336,36245.91667,"(35.2900612, -91.7538817)"
2013,AR,White,2735.333333,7.783333333,3833,35093.91667,"(35.2900612, -91.7538817)"
2014,AR,White,2420.5,7.033333333,3424,34473.58333,"(35.2900612, -91.7538817)"
2015,AR,White,2145.416667,6.216666667,2847,34536.5,"(35.2900612, -91.7538817)"
2010,AR,Ashley,980.0,10.06666667,1238,9745.166667,"(33.1565939, -91.7538817)"
2011,AR,Ashley,1106.0,11.19166667,1199,9886.333333,"(33.1565939, -91.7538817)"
2012,AR,Ashley,1139.833333,12.23333333,1193,9298.25,"(33.1565939, -91.7538817)"
2013,AR,Ashley,969.5833332999997,10.85833333,1311,8922.083333,"(33.1565939, -91.7538817)"
2014,AR,Ashley,783.5,9.233333333,1503,8475.0,"(33.1565939, -91.7538817)"
2015,AR,Ashley,630.75,7.725,1195,8145.416667,"(33.1565939, -91.7538817)"
2010,AR,Baxter,1559.666667,9.383333333,2083,16609.75,"(36.3261815, -92.38136209999999)"
2011,AR,Baxter,1540.916667,9.283333333,2514,16602.25,"(36.3261815, -92.38136209999999)"
2012,AR,Baxter,1378.583333,8.416666667000001,2543,16373.0,"(36.3261815, -92.38136209999999)"
2013,AR,Baxter,1292.083333,8.033333333,2457,16066.58333,"(36.3261815, -92.38136209999999)"
2014,AR,Baxter,1066.916667,6.683333332999999,2547,15985.41667,"(36.3261815, -92.38136209999999)"
2015,AR,Baxter,888.0833332999997,5.475,2869,16217.41667,"(36.3261815, -92.38136209999999)"
2010,AR,Benton,7121.583333,6.633333333,9441,107120.5833,"(36.2661518, -94.479976)"
2011,AR,Benton,7132.916667,6.508333333,10247,109574.1667,"(36.2661518, -94.479976)"
2012,AR,Benton,6659.083333,6.016666667000001,10457,110768.1667,"(36.2661518, -94.479976)"
2013,AR,Benton,6290.416667,5.6166666670000005,8775,111857.3333,"(36.2661518, -94.479976)"
2014,AR,Benton,5305.333333,4.608333333,9474,115420.4167,"(36.2661518, -94.479976)"
