,Year,Average Total Employment,county,state
5692,2014,3444.166667,Ellsworth County,KS
5693,2015,2938.25,Ellsworth County,KS
5694,2010,3440.5,Greenwood County,KS
5695,2011,3465.333333,Greenwood County,KS
5696,2012,3425.583333,Greenwood County,KS
5697,2013,3357.916667,Greenwood County,KS
5698,2014,3326.333333,Greenwood County,KS
5699,2015,3289.166667,Greenwood County,KS
5700,2010,10671.08333,Jefferson County,KS
5701,2011,10450.08333,Jefferson County,KS
5702,2012,10239.33333,Jefferson County,KS
5703,2013,10187.5,Jefferson County,KS
5704,2014,10214.16667,Jefferson County,KS
5705,2015,10187,Jefferson County,KS
5706,2010,16476.83333,McPherson County,KS
5707,2011,16652.16667,McPherson County,KS
5708,2012,16654.16667,McPherson County,KS
5709,2013,16578.66667,McPherson County,KS
5710,2014,16823.16667,McPherson County,KS
5711,2015,17182.41667,McPherson County,KS
5712,2010,3887.333333,Wabaunsee County,KS
5713,2011,3836.25,Wabaunsee County,KS
5714,2012,3786.666667,Wabaunsee County,KS
5715,2013,3768.916667,Wabaunsee County,KS
5716,2014,3759.166667,Wabaunsee County,KS
5717,2015,3732.166667,Wabaunsee County,KS
5718,2010,74993.83333,Wyandotte County,KS
5719,2011,74544.16667,Wyandotte County,KS
5720,2012,74380,Wyandotte County,KS
5721,2013,74774.91667,Wyandotte County,KS
5722,2014,75547.75,Wyandotte County,KS
5723,2015,76154.16667,Wyandotte County,KS
5724,2010,1739.25,Chautauqua County,KS
5725,2011,1698.5,Chautauqua County,KS
5726,2012,1695.166667,Chautauqua County,KS
5727,2013,1619.166667,Chautauqua County,KS
5728,2014,1576.75,Chautauqua County,KS
5729,2015,1551,Chautauqua County,KS
5730,2010,18083.58333,Montgomery County,KS
5731,2011,18271.33333,Montgomery County,KS
5732,2012,18406,Montgomery County,KS
5733,2013,17835,Montgomery County,KS
5734,2014,17334.58333,Montgomery County,KS
5735,2015,16576.66667,Montgomery County,KS
5736,2010,3346,Washington County,KS
5737,2011,3308.083333,Washington County,KS
5738,2012,3248.416667,Washington County,KS
5739,2013,3126.75,Washington County,KS
5740,2014,3103.166667,Washington County,KS
5741,2015,3128.583333,Washington County,KS
5742,2010,34341.08333,Leavenworth County,KS
5743,2011,34425.25,Leavenworth County,KS
5744,2012,34445.66667,Leavenworth County,KS
5745,2013,34596.66667,Leavenworth County,KS
5746,2014,34989.75,Leavenworth County,KS
5747,2015,35272.16667,Leavenworth County,KS
5748,2010,11890.5,Pottawatomie County,KS
5749,2011,11563.83333,Pottawatomie County,KS
5750,2012,11581.33333,Pottawatomie County,KS
5751,2013,11922.83333,Pottawatomie County,KS
5752,2014,12027.16667,Pottawatomie County,KS
5753,2015,11954.33333,Pottawatomie County,KS
5754,2010,2590,Lee County,KY
5755,2011,2512.083333,Lee County,KY
5756,2012,2430.833333,Lee County,KY
5757,2013,2371.5,Lee County,KY
5758,2014,2310.75,Lee County,KY
5759,2015,2071.583333,Lee County,KY
5760,2010,4886.333333,Bath County,KY
5761,2011,4834.333333,Bath County,KY
5762,2012,4890.666667,Bath County,KY
5763,2013,4828.833333,Bath County,KY
5764,2014,4716.166667,Bath County,KY
5765,2015,4712.666667,Bath County,KY
5766,2010,10197.66667,Bell County,KY
5767,2011,10190.25,Bell County,KY
5768,2012,10268.5,Bell County,KY
5769,2013,9866.083333,Bell County,KY
5770,2014,9300.083333,Bell County,KY
5771,2015,8814.75,Bell County,KY
5772,2010,20420.41667,Boyd County,KY
5773,2011,20243.91667,Boyd County,KY
5774,2012,20080.58333,Boyd County,KY
5775,2013,19704.25,Boyd County,KY
5776,2014,19055.91667,Boyd County,KY
5777,2015,18129.25,Boyd County,KY
5778,2010,6030.333333,Clay County,KY
5779,2011,6052.25,Clay County,KY
5780,2012,5956.333333,Clay County,KY
5781,2013,5751.25,Clay County,KY
5782,2014,5548.333333,Clay County,KY
5783,2015,5420.916667,Clay County,KY
5784,2010,8109.75,Hart County,KY
5785,2011,8195.833333,Hart County,KY
5786,2012,8138.5,Hart County,KY
5787,2013,8056.833333,Hart County,KY
5788,2014,7810.666667,Hart County,KY
5789,2015,7768.833333,Hart County,KY
5790,2010,10648,Knox County,KY
5791,2011,10634.66667,Knox County,KY
5792,2012,10554.16667,Knox County,KY
5793,2013,10525.91667,Knox County,KY
5794,2014,10109.5,Knox County,KY
5795,2015,9772,Knox County,KY
5796,2010,2982.583333,Lyon County,KY
5797,2011,3077.916667,Lyon County,KY
5798,2012,3102.166667,Lyon County,KY
5799,2013,3092.25,Lyon County,KY
5800,2014,2978.416667,Lyon County,KY
5801,2015,2954.416667,Lyon County,KY
5802,2010,10316.08333,Ohio County,KY
5803,2011,10351.33333,Ohio County,KY
5804,2012,10382.66667,Ohio County,KY
5805,2013,9900.916667,Ohio County,KY
5806,2014,9511.166667,Ohio County,KY
5807,2015,9411.75,Ohio County,KY
5808,2010,5915.083333,Owen County,KY
5809,2011,5701.5,Owen County,KY
5810,2012,5749.833333,Owen County,KY
5811,2013,5681.666667,Owen County,KY
5812,2014,5519,Owen County,KY
5813,2015,5516.333333,Owen County,KY
5814,2010,24504.66667,Pike County,KY
5815,2011,24322.83333,Pike County,KY
5816,2012,24197.41667,Pike County,KY
5817,2013,23294.08333,Pike County,KY
5818,2014,21974.5,Pike County,KY
5819,2015,20890.58333,Pike County,KY
5820,2010,5675.333333,Todd County,KY
5821,2011,5707.75,Todd County,KY
5822,2012,5674.083333,Todd County,KY
5823,2013,5632.583333,Todd County,KY
5824,2014,5454.75,Todd County,KY
5825,2015,5424.833333,Todd County,KY
