,Year,Average (Monthly) Number Unemployed,county,state
3238,2014,4613.833333,Scott County,IA
3239,2015,4136.583333,Scott County,IA
3240,2010,770.5833333,Sioux County,IA
3241,2011,719.3333333,Sioux County,IA
3242,2012,668.6666667,Sioux County,IA
3243,2013,676,Sioux County,IA
3244,2014,591.6666667,Sioux County,IA
3245,2015,513.75,Sioux County,IA
3246,2010,2239.583333,Story County,IA
3247,2011,2096.083333,Story County,IA
3248,2012,1901.5,Story County,IA
3249,2013,1823.75,Story County,IA
3250,2014,1636.25,Story County,IA
3251,2015,1446.083333,Story County,IA
3252,2010,396.1666667,Union County,IA
3253,2011,366.0833333,Union County,IA
3254,2012,346.6666667,Union County,IA
3255,2013,336.75,Union County,IA
3256,2014,321.1666667,Union County,IA
3257,2015,276.9166667,Union County,IA
3258,2010,176.8333333,Wayne County,IA
3259,2011,156.0833333,Wayne County,IA
3260,2012,151.6666667,Wayne County,IA
3261,2013,147.5,Wayne County,IA
3262,2014,144.5,Wayne County,IA
3263,2015,112.8333333,Wayne County,IA
3264,2010,314.6666667,Worth County,IA
3265,2011,273.8333333,Worth County,IA
3266,2012,230.1666667,Worth County,IA
3267,2013,215.75,Worth County,IA
3268,2014,190.6666667,Worth County,IA
3269,2015,169.6666667,Worth County,IA
3270,2010,887.1666667,Benton County,IA
3271,2011,819.1666667,Benton County,IA
3272,2012,730.6666667,Benton County,IA
3273,2013,697.75,Benton County,IA
3274,2014,639.8333333,Benton County,IA
3275,2015,539.6666667,Benton County,IA
3276,2010,679.25,Bremer County,IA
3277,2011,604.3333333,Bremer County,IA
3278,2012,531.5,Bremer County,IA
3279,2013,529.9166667,Bremer County,IA
3280,2014,520.5,Bremer County,IA
3281,2015,494.75,Bremer County,IA
3282,2010,496.25,Butler County,IA
3283,2011,410.9166667,Butler County,IA
3284,2012,370.8333333,Butler County,IA
3285,2013,374.4166667,Butler County,IA
3286,2014,354.3333333,Butler County,IA
3287,2015,365,Butler County,IA
3288,2010,366.8333333,Clarke County,IA
3289,2011,328.8333333,Clarke County,IA
3290,2012,277.3333333,Clarke County,IA
3291,2013,252.5,Clarke County,IA
3292,2014,209.3333333,Clarke County,IA
3293,2015,196.9166667,Clarke County,IA
3294,2010,1700,Dallas County,IA
3295,2011,1631,Dallas County,IA
3296,2012,1530.416667,Dallas County,IA
3297,2013,1474.833333,Dallas County,IA
3298,2014,1404.666667,Dallas County,IA
3299,2015,1261.166667,Dallas County,IA
3300,2010,306.3333333,Greene County,IA
3301,2011,289.9166667,Greene County,IA
3302,2012,254,Greene County,IA
3303,2013,239.9166667,Greene County,IA
3304,2014,212.5,Greene County,IA
3305,2015,196.9166667,Greene County,IA
3306,2010,384.1666667,Grundy County,IA
3307,2011,334.0833333,Grundy County,IA
3308,2012,303,Grundy County,IA
3309,2013,287.75,Grundy County,IA
3310,2014,280.1666667,Grundy County,IA
3311,2015,257.25,Grundy County,IA
3312,2010,594.8333333,Hardin County,IA
3313,2011,527.5,Hardin County,IA
3314,2012,468.4166667,Hardin County,IA
3315,2013,443.6666667,Hardin County,IA
3316,2014,376.6666667,Hardin County,IA
3317,2015,351.25,Hardin County,IA
3318,2010,335.5,Howard County,IA
3319,2011,284.1666667,Howard County,IA
3320,2012,240.25,Howard County,IA
3321,2013,241.5,Howard County,IA
3322,2014,215.25,Howard County,IA
3323,2015,194.25,Howard County,IA
3324,2010,1388.583333,Jasper County,IA
3325,2011,1246.083333,Jasper County,IA
3326,2012,1102.916667,Jasper County,IA
3327,2013,967.8333333,Jasper County,IA
3328,2014,855.0833333,Jasper County,IA
3329,2015,747.8333333,Jasper County,IA
3330,2010,362.25,Keokuk County,IA
3331,2011,335,Keokuk County,IA
3332,2012,297.4166667,Keokuk County,IA
3333,2013,278,Keokuk County,IA
3334,2014,244.3333333,Keokuk County,IA
3335,2015,232.8333333,Keokuk County,IA
3336,2010,433.1666667,Louisa County,IA
3337,2011,359.75,Louisa County,IA
3338,2012,317,Louisa County,IA
3339,2013,295.5833333,Louisa County,IA
3340,2014,267,Louisa County,IA
3341,2015,230,Louisa County,IA
3342,2010,1043,Marion County,IA
3343,2011,934.0833333,Marion County,IA
3344,2012,819.75,Marion County,IA
3345,2013,771.8333333,Marion County,IA
3346,2014,664.8333333,Marion County,IA
3347,2015,574.6666667,Marion County,IA
3348,2010,352.4166667,Monona County,IA
3349,2011,331,Monona County,IA
3350,2012,289.6666667,Monona County,IA
3351,2013,264.9166667,Monona County,IA
3352,2014,236.9166667,Monona County,IA
3353,2015,210.6666667,Monona County,IA
3354,2010,295.6666667,Monroe County,IA
3355,2011,270.5833333,Monroe County,IA
3356,2012,229,Monroe County,IA
3357,2013,229.1666667,Monroe County,IA
3358,2014,204.8333333,Monroe County,IA
3359,2015,180.3333333,Monroe County,IA
3360,2010,300.4166667,Shelby County,IA
3361,2011,290,Shelby County,IA
3362,2012,262.75,Shelby County,IA
3363,2013,260.5833333,Shelby County,IA
3364,2014,221.0833333,Shelby County,IA
3365,2015,202.3333333,Shelby County,IA
3366,2010,177.3333333,Taylor County,IA
3367,2011,148.8333333,Taylor County,IA
3368,2012,127.75,Taylor County,IA
3369,2013,120.4166667,Taylor County,IA
3370,2014,119.0833333,Taylor County,IA
3371,2015,103.4166667,Taylor County,IA
3372,2010,1485.916667,Warren County,IA
3373,2011,1345.416667,Warren County,IA
3374,2012,1234.833333,Warren County,IA
3375,2013,1183.833333,Warren County,IA
3376,2014,1060.916667,Warren County,IA
3377,2015,922.1666667,Warren County,IA
3378,2010,491.25,Wright County,IA
3379,2011,465.4166667,Wright County,IA
3380,2012,363.75,Wright County,IA
3381,2013,306.5833333,Wright County,IA
3382,2014,284.4166667,Wright County,IA
3383,2015,271.75,Wright County,IA
3384,2010,194.3333333,Audubon County,IA
3385,2011,192.9166667,Audubon County,IA
3386,2012,154.1666667,Audubon County,IA
3387,2013,157.9166667,Audubon County,IA
3388,2014,140.25,Audubon County,IA
3389,2015,129.0833333,Audubon County,IA
3390,2010,279.9166667,Calhoun County,IA
3391,2011,256.5,Calhoun County,IA
3392,2012,244.25,Calhoun County,IA
3393,2013,226.25,Calhoun County,IA
3394,2014,213.6666667,Calhoun County,IA
3395,2015,193.6666667,Calhoun County,IA
3396,2010,504.5,Carroll County,IA
3397,2011,468.3333333,Carroll County,IA
3398,2012,424.75,Carroll County,IA
3399,2013,378.5833333,Carroll County,IA
3400,2014,355.0833333,Carroll County,IA
3401,2015,297.75,Carroll County,IA
3402,2010,744.75,Clayton County,IA
3403,2011,638.75,Clayton County,IA
3404,2012,577.5,Clayton County,IA
3405,2013,568.4166667,Clayton County,IA
3406,2014,508.5,Clayton County,IA
3407,2015,429.6666667,Clayton County,IA
3408,2010,1857.916667,Clinton County,IA
3409,2011,1709.5,Clinton County,IA
3410,2012,1542.166667,Clinton County,IA
3411,2013,1434.416667,Clinton County,IA
3412,2014,1302.416667,Clinton County,IA
3413,2015,1230.333333,Clinton County,IA
3414,2010,270.8333333,Decatur County,IA
3415,2011,216.5833333,Decatur County,IA
3416,2012,188.4166667,Decatur County,IA
3417,2013,193.5,Decatur County,IA
3418,2014,168.3333333,Decatur County,IA
3419,2015,146.25,Decatur County,IA
3420,2010,3135.833333,Dubuque County,IA
3421,2011,2747.5,Dubuque County,IA
3422,2012,2473.333333,Dubuque County,IA
3423,2013,2500.833333,Dubuque County,IA
3424,2014,2296.666667,Dubuque County,IA
3425,2015,2056,Dubuque County,IA
3426,2010,787.25,Fayette County,IA
3427,2011,685.5,Fayette County,IA
3428,2012,586.8333333,Fayette County,IA
3429,2013,562.6666667,Fayette County,IA
3430,2014,541.3333333,Fayette County,IA
3431,2015,494.1666667,Fayette County,IA
3432,2010,234.8333333,Fremont County,IA
3433,2011,229.4166667,Fremont County,IA
3434,2012,205,Fremont County,IA
3435,2013,173.75,Fremont County,IA
3436,2014,160.9166667,Fremont County,IA
3437,2015,138.3333333,Fremont County,IA
3438,2010,378.4166667,Guthrie County,IA
3439,2011,347.9166667,Guthrie County,IA
3440,2012,312.3333333,Guthrie County,IA
3441,2013,284.75,Guthrie County,IA
3442,2014,246.1666667,Guthrie County,IA
3443,2015,213.25,Guthrie County,IA
3444,2010,402.8333333,Hancock County,IA
3445,2011,331.75,Hancock County,IA
3446,2012,273.0833333,Hancock County,IA
3447,2013,248.25,Hancock County,IA
3448,2014,207.9166667,Hancock County,IA
3449,2015,173.9166667,Hancock County,IA
3450,2010,794.1666667,Jackson County,IA
3451,2011,713.75,Jackson County,IA
3452,2012,591.3333333,Jackson County,IA
3453,2013,583.5,Jackson County,IA
3454,2014,557.5833333,Jackson County,IA
3455,2015,473,Jackson County,IA
3456,2010,3349.666667,Johnson County,IA
3457,2011,3213.75,Johnson County,IA
3458,2012,2954.75,Johnson County,IA
3459,2013,2821.25,Johnson County,IA
3460,2014,2591.416667,Johnson County,IA
3461,2015,2252.5,Johnson County,IA
3462,2010,426.1666667,Kossuth County,IA
3463,2011,364,Kossuth County,IA
3464,2012,325.0833333,Kossuth County,IA
3465,2013,301.1666667,Kossuth County,IA
3466,2014,277.75,Kossuth County,IA
3467,2015,254,Kossuth County,IA
3468,2010,543.4166667,Madison County,IA
3469,2011,492.5833333,Madison County,IA
3470,2012,453.4166667,Madison County,IA
3471,2013,410.5,Madison County,IA
3472,2014,373.3333333,Madison County,IA
3473,2015,325.0833333,Madison County,IA
3474,2010,800.5,Mahaska County,IA
3475,2011,690,Mahaska County,IA
3476,2012,603.4166667,Mahaska County,IA
3477,2013,561,Mahaska County,IA
3478,2014,520.5833333,Mahaska County,IA
3479,2015,472.3333333,Mahaska County,IA
3480,2010,378.8333333,O'Brien County,IA
3481,2011,338.8333333,O'Brien County,IA
3482,2012,305.5833333,O'Brien County,IA
3483,2013,292.3333333,O'Brien County,IA
3484,2014,268.5,O'Brien County,IA
3485,2015,240.25,O'Brien County,IA
3486,2010,180.5,Osceola County,IA
3487,2011,157.4166667,Osceola County,IA
3488,2012,140.3333333,Osceola County,IA
3489,2013,130.6666667,Osceola County,IA
3490,2014,114.8333333,Osceola County,IA
3491,2015,102,Osceola County,IA
3492,2010,1453.583333,Wapello County,IA
3493,2011,1295.916667,Wapello County,IA
3494,2012,1242.75,Wapello County,IA
3495,2013,1146.5,Wapello County,IA
3496,2014,996.0833333,Wapello County,IA
3497,2015,934.6666667,Wapello County,IA
3498,2010,1397.25,Webster County,IA
3499,2011,1378,Webster County,IA
3500,2012,1216.833333,Webster County,IA
3501,2013,1049.166667,Webster County,IA
3502,2014,959.75,Webster County,IA
3503,2015,884.75,Webster County,IA
3504,2010,679,Buchanan County,IA
3505,2011,632,Buchanan County,IA
3506,2012,530.0833333,Buchanan County,IA
3507,2013,529.1666667,Buchanan County,IA
3508,2014,533.5833333,Buchanan County,IA
3509,2015,485,Buchanan County,IA
3510,2010,318.9166667,Cherokee County,IA
3511,2011,329.3333333,Cherokee County,IA
3512,2012,297.1666667,Cherokee County,IA
3513,2013,294.25,Cherokee County,IA
3514,2014,337.5833333,Cherokee County,IA
3515,2015,330.5,Cherokee County,IA
3516,2010,421.4166667,Crawford County,IA
3517,2011,417.3333333,Crawford County,IA
3518,2012,390.75,Crawford County,IA
3519,2013,382.25,Crawford County,IA
3520,2014,355.9166667,Crawford County,IA
3521,2015,368.4166667,Crawford County,IA
3522,2010,627.25,Delaware County,IA
3523,2011,559.4166667,Delaware County,IA
3524,2012,459.0833333,Delaware County,IA
3525,2013,446.75,Delaware County,IA
3526,2014,397.6666667,Delaware County,IA
3527,2015,363.8333333,Delaware County,IA
3528,2010,376,Franklin County,IA
3529,2011,306.3333333,Franklin County,IA
3530,2012,259.9166667,Franklin County,IA
3531,2013,263.3333333,Franklin County,IA
3532,2014,236.8333333,Franklin County,IA
3533,2015,201.4166667,Franklin County,IA
3534,2010,587.5833333,Hamilton County,IA
3535,2011,656.5,Hamilton County,IA
3536,2012,486.3333333,Hamilton County,IA
3537,2013,382.6666667,Hamilton County,IA
3538,2014,321.5833333,Hamilton County,IA
3539,2015,309.8333333,Hamilton County,IA
3540,2010,446.4166667,Harrison County,IA
3541,2011,433.25,Harrison County,IA
3542,2012,380.25,Harrison County,IA
3543,2013,338.3333333,Harrison County,IA
3544,2014,302.3333333,Harrison County,IA
3545,2015,258.0833333,Harrison County,IA
3546,2010,269.8333333,Humboldt County,IA
3547,2011,259.6666667,Humboldt County,IA
3548,2012,217.9166667,Humboldt County,IA
3549,2013,213.0833333,Humboldt County,IA
3550,2014,199.5,Humboldt County,IA
3551,2015,178.8333333,Humboldt County,IA
3552,2010,1378.083333,Marshall County,IA
3553,2011,1317.583333,Marshall County,IA
3554,2012,1271,Marshall County,IA
3555,2013,1190.833333,Marshall County,IA
3556,2014,1069.833333,Marshall County,IA
3557,2015,992.9166667,Marshall County,IA
3558,2010,297.1666667,Mitchell County,IA
3559,2011,267.5833333,Mitchell County,IA
3560,2012,252.9166667,Mitchell County,IA
3561,2013,237.3333333,Mitchell County,IA
3562,2014,194.5833333,Mitchell County,IA
3563,2015,159,Mitchell County,IA
3564,2010,652.25,Plymouth County,IA
3565,2011,634.75,Plymouth County,IA
3566,2012,580.6666667,Plymouth County,IA
3567,2013,579.6666667,Plymouth County,IA
3568,2014,503.3333333,Plymouth County,IA
3569,2015,419.75,Plymouth County,IA
3570,2010,123.0833333,Ringgold County,IA
3571,2011,119.4166667,Ringgold County,IA
3572,2012,112.1666667,Ringgold County,IA
3573,2013,107.5833333,Ringgold County,IA
3574,2014,97.75,Ringgold County,IA
3575,2015,86.91666667,Ringgold County,IA
3576,2010,3683.666667,Woodbury County,IA
3577,2011,3127.75,Woodbury County,IA
3578,2012,2835.75,Woodbury County,IA
3579,2013,2643.166667,Woodbury County,IA
3580,2014,2454.666667,Woodbury County,IA
3581,2015,2137.083333,Woodbury County,IA
3582,2010,620,Allamakee County,IA
3583,2011,556.1666667,Allamakee County,IA
3584,2012,489,Allamakee County,IA
3585,2013,484.5,Allamakee County,IA
3586,2014,435.25,Allamakee County,IA
3587,2015,378.3333333,Allamakee County,IA
3588,2010,451.1666667,Appanoose County,IA
3589,2011,418.5833333,Appanoose County,IA
3590,2012,390.0833333,Appanoose County,IA
3591,2013,377,Appanoose County,IA
3592,2014,351.6666667,Appanoose County,IA
3593,2015,307.75,Appanoose County,IA
3594,2010,485.1666667,Chickasaw County,IA
3595,2011,405.9166667,Chickasaw County,IA
3596,2012,327,Chickasaw County,IA
3597,2013,317.1666667,Chickasaw County,IA
3598,2014,307.25,Chickasaw County,IA
3599,2015,292.75,Chickasaw County,IA
3600,2010,631,Dickinson County,IA
3601,2011,583.25,Dickinson County,IA
3602,2012,518.3333333,Dickinson County,IA
3603,2013,496.8333333,Dickinson County,IA
3604,2014,454.8333333,Dickinson County,IA
3605,2015,399.5,Dickinson County,IA
3606,2010,635.4166667,Jefferson County,IA
3607,2011,528.25,Jefferson County,IA
3608,2012,459.9166667,Jefferson County,IA
3609,2013,442.5833333,Jefferson County,IA
3610,2014,395.75,Jefferson County,IA
3611,2015,354.0833333,Jefferson County,IA
3612,2010,1741.166667,Muscatine County,IA
3613,2011,1407.666667,Muscatine County,IA
3614,2012,1215.833333,Muscatine County,IA
3615,2013,1131.75,Muscatine County,IA
3616,2014,1003.583333,Muscatine County,IA
3617,2015,865.0833333,Muscatine County,IA
3618,2010,292.4166667,Palo Alto County,IA
3619,2011,224.1666667,Palo Alto County,IA
3620,2012,202.9166667,Palo Alto County,IA
3621,2013,179.1666667,Palo Alto County,IA
3622,2014,175,Palo Alto County,IA
3623,2015,151.0833333,Palo Alto County,IA
3624,2010,611.75,Poweshiek County,IA
3625,2011,579.25,Poweshiek County,IA
3626,2012,494.4166667,Poweshiek County,IA
3627,2013,478.9166667,Poweshiek County,IA
3628,2014,443.4166667,Poweshiek County,IA
3629,2015,383.1666667,Poweshiek County,IA
3630,2010,288.75,Van Buren County,IA
3631,2011,243.1666667,Van Buren County,IA
3632,2012,219.5,Van Buren County,IA
3633,2013,210.9166667,Van Buren County,IA
3634,2014,177.0833333,Van Buren County,IA
3635,2015,156.8333333,Van Buren County,IA
3636,2010,388.9166667,Winnebago County,IA
3637,2011,327.5833333,Winnebago County,IA
3638,2012,272.9166667,Winnebago County,IA
3639,2013,247.5,Winnebago County,IA
3640,2014,220.0833333,Winnebago County,IA
3641,2015,206.9166667,Winnebago County,IA
3642,2010,4387.75,Black Hawk County,IA
3643,2011,4135.083333,Black Hawk County,IA
3644,2012,3869.416667,Black Hawk County,IA
3645,2013,3662.833333,Black Hawk County,IA
3646,2014,3543.333333,Black Hawk County,IA
3647,2015,3250.833333,Black Hawk County,IA
3648,2010,1504.25,Des Moines County,IA
3649,2011,1368.5,Des Moines County,IA
3650,2012,1235.416667,Des Moines County,IA
3651,2013,1237.333333,Des Moines County,IA
3652,2014,1045.416667,Des Moines County,IA
3653,2015,976.1666667,Des Moines County,IA
3654,2010,423.4166667,Montgomery County,IA
3655,2011,294.5,Montgomery County,IA
3656,2012,255.5,Montgomery County,IA
3657,2013,250.4166667,Montgomery County,IA
3658,2014,212.75,Montgomery County,IA
3659,2015,185.4166667,Montgomery County,IA
3660,2010,206.9166667,Pocahontas County,IA
3661,2011,178.5,Pocahontas County,IA
3662,2012,168.25,Pocahontas County,IA
3663,2013,159.4166667,Pocahontas County,IA
3664,2014,150.8333333,Pocahontas County,IA
3665,2015,132,Pocahontas County,IA
3666,2010,632.5,Washington County,IA
3667,2011,576.8333333,Washington County,IA
3668,2012,511.0833333,Washington County,IA
3669,2013,462,Washington County,IA
3670,2014,443.5833333,Washington County,IA
3671,2015,389.5833333,Washington County,IA
3672,2010,678.75,Winneshiek County,IA
3673,2011,603.25,Winneshiek County,IA
3674,2012,547.75,Winneshiek County,IA
3675,2013,550.8333333,Winneshiek County,IA
3676,2014,512.6666667,Winneshiek County,IA
3677,2015,451.25,Winneshiek County,IA
3678,2010,540.3333333,Buena Vista County,IA
3679,2011,511.25,Buena Vista County,IA
3680,2012,467.25,Buena Vista County,IA
3681,2013,446.8333333,Buena Vista County,IA
3682,2014,454.9166667,Buena Vista County,IA
3683,2015,426.6666667,Buena Vista County,IA
3684,2010,1681.333333,Cerro Gordo County,IA
3685,2011,1480.75,Cerro Gordo County,IA
3686,2012,1325,Cerro Gordo County,IA
3687,2013,1261.25,Cerro Gordo County,IA
3688,2014,1080.166667,Cerro Gordo County,IA
3689,2015,915.3333333,Cerro Gordo County,IA
3690,2010,2906.75,Pottawattamie County,IA
3691,2011,2767.583333,Pottawattamie County,IA
3692,2012,2450.583333,Pottawattamie County,IA
3693,2013,2221.916667,Pottawattamie County,IA
3694,2014,2112.083333,Pottawattamie County,IA
3695,2015,1807.583333,Pottawattamie County,IA
3696,2010,16360.08333,Ada County,ID
3697,2011,14704.5,Ada County,ID
3698,2012,12639.33333,Ada County,ID
3699,2013,10732.33333,Ada County,ID
3700,2014,8892.666667,Ada County,ID
3701,2015,7993.583333,Ada County,ID
3702,2010,878.0833333,Gem County,ID
3703,2011,832.6666667,Gem County,ID
3704,2012,716.4166667,Gem County,ID
3705,2013,587.25,Gem County,ID
